tweet_id	user_id	db_id	begin	end	type	extraction	drug	drug_1	tweet	meddra_code	meddra_LLTerm															
349879565482590208	12886812	cipro-51caea5b53785f584a9ac60b							i hope this annual cipro diet tradition doesn’t become a tradit… damnit.																	
350339021471354880	717195810	cipro-51cc964953785f584a9acfb2	41	59	ADR	anaphylactic shock	cipro	cipro	@rickywarwick so true ricky! i went into anaphylactic shock &amp; almost died from taking cipro! dangerous drug - be careful!! take care.	10002199	anaphylactic shock															
350339021471354880	717195810	cipro-51cc964953785f584a9acfb2	66	77	ADR	almost died	cipro	cipro	@rickywarwick so true ricky! i went into anaphylactic shock &amp; almost died from taking cipro! dangerous drug - be careful!! take care.	10068111	near death experience															
350706433580474368	16878221	cipro-51cdec7053785f584a9ad77f	15	42	ADR	nose feel like its bleeding	cipro	cipro	cipro makes my nose feel like its bleeding. but it's not. #phantomsangre	10005124	bleeding nose															
351225341529948161	1492732200	cipro-51cfcfd353785f584a9ae2c0							the fluoroquinolone syndrome &lt;-have you experienced side effects from taking quinolones antibiotics (e.g. cipro) ?																	
352731026902089729	1494324067	cipro-51d54a7153785f584a9b0870							the fluoroquinolone syndrome &lt;-have you experienced side effects from taking quinolones antibiotics (e.g. cipro) ?																	
353077981557690368	34611816	cipro-51d68d4353785f584a9b105a							"@reditlhabi after holding for 2 hours on #cipc #cipro, the consultant just greeted, asked my problem and dropped the phone!!!!!!!!!!"																	
353176251315388416	404449922	cipro-51d6e8a253785f584a9b114d	60	64	Indication	sick	cipro	cipro	all i have to say is cipro will mess you up kids. don't get sick! #blagh #gross #weak	10016365	feeling sick															
353176251315388416	404449922	cipro-51d6e8a253785f584a9b114d	81	85	ADR	weak	cipro	cipro	all i have to say is cipro will mess you up kids. don't get sick! #blagh #gross #weak	10047862	weakness															
353832654724022273	323112996	cipro-51d94ccd53785f584a9b1994	69	77	ADR	crippled	cipro	cipro	@jessielee122 you can say that again!  i trusted my doc and ended up crippled thanks to just 12 cipro pills.  going on 4 years now.	10022876	invalid															
353837855770030081	323112996	cipro-51d950cd53785f584a9b19a1							@doctormcpa @sarahrnay am i reading this correctly...are you prescribing cipro for simple utis??																	
332114604169773056	83189666	cymbalta-518a4972ac6a942006b3ea6c	8	20	ADR	numb to feel	cymbalta	cymbalta	"i'm too numb to feel, blow out the candle, blindness #np #cymbalta"	10071175	lack of feeling emotions															
332530607399780352	324689258	cymbalta-518bcce1ac6ab35b4d4806d0							@kenzo_fosho depression hurts cymbalta can help																	
332588060011274240	514891865	cymbalta-518c0263ac6ab35b4d480a93							depression hurts cymbalta can kill you																	
332624210092490753	52531111	cymbalta-518c240eac6ab35b4d480cad							depression hurts cymbalta can help																	
332783620471259136	396523032	cymbalta-518cb884ac6ab35b4d48138d							"@docwashburn i'm not trying to start any immature fight with you. but ask you to realize how dangerous ""medicine"" is. like ""cymbalta""."																	
333034252612534273	391392130	cymbalta-518da1f0ac6ab35b4d481edd							"i don't get why they make stuff like cymbalta to decrease the suicide rate, when there are bunch of precautions about how it may kill you."																	
333427125795291136	23885197	cymbalta-518f0fd4ac6ab35b4d482d85	63	73	ADR	withdrawal	cymbalta	cymbalta	my sim card isn't working aaggh i feel like im having cymbalta withdrawal again aaagh aaaggh	10073281	withdrawal symptom															
333793664520318976	359209107	cymbalta-51906532ac6ab35b4d483a6a							"rejection hurts, cymbalta can help http://t.co/wzwddt6hyc"																	
334022366457917440	99207792	cymbalta-51913a30ac6ad74cd505f118	56	62	ADR	sleepy	cymbalta	cymbalta	"@stevecoy @joelanair all the things i have just make me sleepy as hell: cymbalta, klonopin, ambien. wait what if i take em all togethhssaagg"	10041018	sleepy															
340608479872045056	40369197	cymbalta-51a9301453787e40790df67c							"@galaxiianxoxo depression hurts, cymbalta can help."																	
340852413651091456	792434268	cymbalta-51aa133e53787e40790dfc18							some girls are to depressed for nothing. bitch take cymbalta or something shit																	
340867974783193088	709249026	cymbalta-51aa21a953787e40790dfc77	58	65	ADR	vertigo	cymbalta	cymbalta	coming off cymbalta cold turkey.. day 4... i think i have vertigo! this is awful.	10047340	vertigo															
341080052986961920	157571079	cymbalta-51aae72c53787e40790e022d							"well you better go get your depressed ass to that store and get you some cymbalta ""@gayass_kathy: how i feel http://t.co/9yfea2otmj"""																	
341424607812784129	374669537	cymbalta-51ac281053787e40790e09d5							somebody pass the cymbalta																	
341582321465569280	553185439	cymbalta-51acbafc53787e40790e0d2e							"and so it was decreed on this day in 2013, year of our lord that my first born shall be nameth cymbalta."																	
341744330286981120	308438815	cymbalta-51ad51d45378f924d02ef0fd							"just timed a cymbalta commercial. 50 of the 70 seconds was side effects and warnings. so, how bad is your arthritis??"																	
341867322849497089	421273963	cymbalta-51adc4665378f924d02ef446							depression hurts. cymbalta can help.																	
342284689148624898	51151559	cymbalta-51af49345378f924d02f0304	39	50	ADR	with drawls	cymbalta	cymbalta	"i feel soo much better today, cymbalta with drawls are going away :))"	10073281	withdrawal symptom															
342708050160934912	56724832	cymbalta-51b0d35d5378b9555a2ef612	31	40	ADR	dizziness	cymbalta	cymbalta	@neomoms i had been blaming my dizziness upon standing to my menopause but now on hrt &amp; no more flashes so looked at cymbalta side effs	10013573	dizziness															
343403231055073280	22544353	cymbalta-51b35acd5378b9555a2f06e6	77	84	ADR	wdrawal	cymbalta	cymbalta	"@deltrimental effexor i found was not so bad. currently on cymbalta &amp;the wdrawals are vile. internet full of horror stories,"	10073281	withdrawal symptom															
343482701816418304	444297713	cymbalta-51b3a4da5378b9555a2f0849	13	17	ADR	mood	cymbalta	cymbalta	"cymbalta, my mood has worsened"	10079614	mood disorder															
343496135475859457	143249043	cymbalta-51b3b3c25378b9555a2f0879	37	53	Indication	anti-depressants	cymbalta	cymbalta	from jessica i have recently changed anti-depressants from cymbalta to zoloft...does anyone else get daily migraines from taking zoloft?	10012378	depression															
343496135475859457	143249043	cymbalta-51b3b3c25378b9555a2f0879	107	116	ADR	migraines	cymbalta	cymbalta	from jessica i have recently changed anti-depressants from cymbalta to zoloft...does anyone else get daily migraines from taking zoloft?	10027599	migraine															
343823180542124032	53385378	cymbalta-51b4e1e95378b9555a2f0c7e	53	63	ADR	nightmares	cymbalta	cymbalta	i swear thia cymbalta is causing me to have horrible nightmares!	10029414	nightmares															
344267039784960000	952702182	cymbalta-51b67f495378b9555a2f141e							"rt @em_wolbert: depression hurts, cymbalta can help"																	
344389958812983296	18125486	cymbalta-51b6f1c35378b9555a2f1620	77	88	ADR	withdrawals	cymbalta	cymbalta	i rilly want to get off cymbalta but i don't want to suffer through terrible withdrawals	10073281	withdrawal symptom															
344240478973227008	1059408968	dabigatran-51b6668c5378b9555a2f138a							@ettube @davidjuurlink did you know that pts on dabigatran in re-ly had increased rate myocardial ischemia? interested in postmarketing data																	
348601192068292608	1498844239	dabigatran-51c643c753785f584a9aa1e3							"rt @awesomereview: side effect of dabigatran, bleeding where?"																	
349639850808451073	910306136	dabigatran-51ca0b1b53785f584a9ac19d							@_nmay thanks for posting this! have often wondered about new oacs like dabigatran and bleeding crises.																	
347937374765977600	32530883	denosumab-51c3d98d53785f584a9a8b7d							rt @myeloma_doc: data with denosumab in #myeloma: may be alternative to reduce skeletal events in deteriorating renal function (http://t.co…																	
351272435062022146	1153659852	denosumab-51cffb9153785f584a9ae337							rt @theannals: the role of denosumab for prevention of skeletal-related complications in multiple myeloma (july/august): obje... http://t.c…																	
349077797379121152	21572529	dronedarone-51c7ffa753785f584a9ab179							dronedarone not recommended for patients with permanent #afib or for the sole purpose of rate control - anne gillis #ehraeuropace																	
349082381006827520	21572529	dronedarone-51c803ec53785f584a9ab1a1							in esc 2012 #afib focused update dronedarone not recommended in #heartfail &amp; recommended second to sotalol in #chd - john camm #ehraeuropace																	
349082622078627840	813405643	dronedarone-51c8044253785f584a9ab1a4							rt @escardio: dronedarone not recommended for patients with permanent #afib or for the sole purpose of rate control - anne gillis #ehraeuro…																	
347834990303772673	166962037	duloxetine-51c37a6753785f584a9a8966							@mookpixie  apparently  duloxetine is one of the more expensive drugs but i'm sure does not suit everyone																	
350675024010690560	237468540	duloxetine-51cdcf2f53785f584a9ad6c3							"rt @swog: #s1202 ph iii study now open at 38 sites, w more every day: duloxetine for ai-induced pain in #breastcancer #swogonc http://t.co/…"																	
332322723286114304	904297134	effexor-518b0b46ac6ab35b4d47fd0b	10	19	ADR	withdrawl	effexor	effexor	#effexor #withdrawl is a monster that i have taken by the horns and am wrestling to the ground...this time i am winning! 7thdayfree	10073281	withdrawal symptom															
333483772345466881	234233078	effexor-518f4496ac6ab35b4d482fb3	41	47	ADR	Vomits	effexor	effexor	found them. starting back up on effexor. vomits shall ensue!	10047700	vomiting															
345625379190472704	771455	effexor-51bb70565378b9555a2f2fae							"@culturalsavage can i ask what you're switching from/to? i've had to come off effexor twice over the years, and it's the absolute pits."																	
345979692031025153	76988264	effexor-51bcba575378b9555a2f34e1	0	6	ADR	Crying	effexor	effexor	crying randomly at nothing and everything. sigh. thank you #effexor #withdrawls can you just exit my system already.	10011469	crying															
345979692031025153	76988264	effexor-51bcba575378b9555a2f34e1	69	79	ADR	withdrawls	effexor	effexor	crying randomly at nothing and everything. sigh. thank you #effexor #withdrawls can you just exit my system already.	10073281	withdrawal symptom															
346655631157108736	65611610	effexor-51bf2fd65378b9555a2f3f5a	76	96	ADR	descent into madness	effexor	effexor	day 6 cold turkey from effexor. i believe this pic adequately represents my descent into madness. or whatever. http://t.co/vz0ofabia0	10027352	mental deterioration															
348243864877940736	5353802	effexor-51c4f6fe53785f584a9a916b	28	57	ADR	coming off effexor is NOT fun	effexor	effexor	@thatjunkiechick thank you! coming off effexor is not fun!	10048010	withdrawal syndrome															
348483498736234497	435440978	effexor-51c5d62b53785f584a9a9cab							"@llamaprincess_x i've been taking effexor, and it's been working for me. maybe ask your parents to try something else?"																	
348569983833477120	43338677	effexor-51c626cd53785f584a9aa0d4	33	44	ADR	no appetite	effexor	effexor	"effexor side effects; headaches, no appetite."	10003028	appetite lost															
348569983833477120	43338677	effexor-51c626cd53785f584a9aa0d4	22	31	ADR	headaches	effexor	effexor	"effexor side effects; headaches, no appetite."	10019211	headache															
351610112521154561	393421337	effexor-51d1360e53785f584a9aebfb	17	49	ADR	coming off Effexor was the worst	effexor	effexor	@anarchasxworker coming off effexor was the worst ever. even my doctor was terrified of me doing it but the side effects left me no choice.	10048010	withdrawal syndrome															
351888799615299587	230015220	effexor-51d2399a53785f584a9af3f9							"taking effexor, drinking ice water, taking a cool shower right before bedtime and not drying my hair, and running the ceiling fan on high."																	
352908792721195008	37904665	effexor-51d5efb753785f584a9b0d84	86	93	Indication	anxiety	effexor	effexor	"down to just one tiny dose of effexor each night now. today wasnt too bad in terms of anxiety &amp; depression, but irritability? woosh!! way up"	10002855	anxiety															
352908792721195008	37904665	effexor-51d5efb753785f584a9b0d84	100	110	Indication	depression	effexor	effexor	"down to just one tiny dose of effexor each night now. today wasnt too bad in terms of anxiety &amp; depression, but irritability? woosh!! way up"	10012378	depression															
352908792721195008	37904665	effexor-51d5efb753785f584a9b0d84	116	128	ADR	irritability	effexor	effexor	"down to just one tiny dose of effexor each night now. today wasnt too bad in terms of anxiety &amp; depression, but irritability? woosh!! way up"	10023000	irritable															
353629216518057984	161889273	effexor-51d88e8153785f584a9b1708	41	50	Indication	cataplexy	effexor	effexor	"@catthoma right, some ssris are used for cataplexy, as is effexor. can be tricky to wean off without rebound.  #nchat"	10007737	cataplexy															
353629216518057984	161889273	effexor-51d88e8153785f584a9b1708	101	108	ADR	rebound	effexor	effexor	"@catthoma right, some ssris are used for cataplexy, as is effexor. can be tricky to wean off without rebound.  #nchat"	10038001	rebound effect															
344592312661331969	1495420116	enbrel-51b7ae385378b9555a2f19da							@anorexic0 @ewdustin -generic drugs as effective as amgen's enbrel for arthritis- @fiinging -: a blockbuster drug made b...  @jesusislana																	
344592312791363585	1426668288	enbrel-51b7ae385378b9555a2f19dd							@anorexic0 @ewdustin -generic drugs as effective as amgen's enbrel for arthritis- @fiinging -: a blockbuster drug made b...  @jesusislana																	
344592314523602945	1443387048	enbrel-51b7ae385378b9555a2f19df							@anorexic0 @ewdustin -generic drugs as effective as amgen's enbrel for arthritis- @fiinging -: a blockbuster drug made b...  @jesusislana																	
344592314833960961	1438730875	enbrel-51b7ae385378b9555a2f19e2							@anorexic0 @ewdustin -generic drugs as effective as amgen's enbrel for arthritis- @fiinging -: a blockbuster drug made b...  @jesusislana																	
344834834885136384	882443845	enbrel-51b8902c5378b9555a2f1f0b							@melissadee_ i do 2 per week - method and enbrel and its nothing.																	
345280161941430272	1180466966	enbrel-51ba2ed45378b9555a2f2804	53	57	ADR	sick	enbrel	metho	"@parthritis i don't know that one, but metho made me sick  everyday i took it. i had to stop. enbrel has worked wonders for me .. so far"	10016365	feeling sick															
345280161941430272	1180466966	enbrel-51ba2ed45378b9555a2f2804	39	44	Drug	metho	enbrel	enbrel	"@parthritis i don't know that one, but metho made me sick  everyday i took it. i had to stop. enbrel has worked wonders for me .. so far"																	
345436985361571840	30256016	enbrel-51bac11c5378b9555a2f2b69	49	59	ADR	eyes worse	enbrel	enbrel	@joanne__howe enbrel is a miracle but it made my eyes worse :( so couldn't have it anymore :(	10047516	vision decreased															
348959881656688640	882443845	enbrel-51c791d653785f584a9aad83							@_connectedcare good read. enbrel allows me 2 work at a great job w great benefits. which allows me access to enbrel. catch 22.																	
349248724083544064	45346787	enbrel-51c89f2153785f584a9ab714	87	93	ADR	weight	enbrel	enbrel	"@dsymons @melissadee_  i was only on 200 mg and was recently switched to 150 mg due to weight. it's still working with enbrel, though."	10047896	weight gain															
350348236323688449	163981790	enbrel-51cc9ed753785f584a9acfff							@supernannykenz i pray you can stay off too! hoping to back off my dose some when the enbrel works :) to run ahhhhh would be dreamy.																	
350599480602656771	18451976	enbrel-51cd88d453785f584a9ad49b							things no 19 year old should be excited about except i am: finally starting enbril!																	
350763059251384320	259526903	enbrel-51ce213553785f584a9ad852							"rt @jphaddadio: the commercial said enbrel can cure your plaque psoriasis and the only side effects are cancer, hepatitis b and multiple sc…"																	
351086788032471041	363607109	enbrel-51cf4eac53785f584a9ae00f	60	63	ADR	nap	enbrel	enbrel	@amybadkin at the end of most working days! i still have to nap loads just to get through a week. some days better than others #enbrel	10011865	daytime sleepiness															
352108237190987777	69410472	enbrel-51d305f853785f584a9afa05	10	22	Indication	aching bones	enbrel	enbrel	fed up of aching bones :( wonder drugs work some magic please. #rheumatoidarthritis #enbrel	10006002	bone pain															
352108237190987777	69410472	enbrel-51d305f853785f584a9afa05	64	83	Indication	rheumatoidarthritis	enbrel	enbrel	fed up of aching bones :( wonder drugs work some magic please. #rheumatoidarthritis #enbrel	10039073	rheumatoid arthritis															
349669426993434624	519670692	factive-51ca26a653785f584a9ac213							"@factive ahahaha oops. well, i sure put my foot in my mouth, didn't i? :)"																	
328087000341180416	27265838	fluoxetine-517ba273ac6af778c20398c9	120	136	ADR	not feeling good	fluoxetine	fluoxetine	"@doctorchristian can reducing fluoxetine zap me of all energy?i've reduced from a high dose, now on standard does &amp; not feeling good at all."	10016370	feeling unwell															
328087000341180416	27265838	fluoxetine-517ba273ac6af778c20398c9	41	61	ADR	zap me of all energy	fluoxetine	fluoxetine	"@doctorchristian can reducing fluoxetine zap me of all energy?i've reduced from a high dose, now on standard does &amp; not feeling good at all."	10024862	loss of energy															
329024897097555968	370651020	fluoxetine-517f0befac6af778c203dc69	20	30	ADR	see shapes	fluoxetine	fluoxetine	fluoxetine makes me see shapes when i close my eyes	10017545	visual disturbances															
330960523195736064	895880286	fluoxetine-518616a0ac6a942006b3a8b4	60	88	ADR	feel like I can't even stand	fluoxetine	fluoxetine	don't need any alcohol really when fluoxetine just makes me feel like i can't even stand	10050218	difficulty in standing															
330983607889981441	349496307	fluoxetine-51862c20ac6a942006b3a998							two rakat nafl work more efficiently than sublingual fluoxetine.																	
331867121531367424	1271443944	fluoxetine-518962f7ac6a942006b3dfd6							two antidepressants - mirtazapine and fluoxetine - have been linked to a significantly increased risk for clostridium difficile infection..																	
331954804089823232	1271646343	fluoxetine-5189b49fac6a942006b3e436							depression medications mirtazapine and fluoxetine may increase a person's risk of developing clostridium difficile infection (cdi) by as ..																	
332459161407324162	88166476	fluoxetine-518b8a58ac6ab35b4d4802c1	78	85	Indication	bipolar	fluoxetine	fluoxetine	"@spicynyx fluoxetine and quet combo zombified me...ah, the meds merrygoround #bipolar"	10057667	bipolar disorder															
332459161407324162	88166476	fluoxetine-518b8a58ac6ab35b4d4802c1	36	45	ADR	zombified	fluoxetine	fluoxetine	"@spicynyx fluoxetine and quet combo zombified me...ah, the meds merrygoround #bipolar"	10016384	felt like a zombie															
332574142903775232	700841587	fluoxetine-518bf56dac6ab35b4d48099e							fluoxetine does sweet fuck all																	
341943525769879552	1219778989	fluoxetine-51ae0b585378f924d02ef6a9	23	38	Indication	antidepressants	fluoxetine	fluoxetine	"@emptyoffeelings what, antidepressants? i'm on fluoxetine (prozac) right now, why?xx"	10012378	depression															
343659472046153728	320620781	fluoxetine-51b44b595378b9555a2f0a45	100	112	ADR	paraesthesia	fluoxetine	fluoxetine	@bobsmithno6 i've found that it's okay to stop dead with prozac but not fluoxetine - i got terrible paraesthesia; it felt as though i was	10033775	paraesthesia															
344708365726912512	612703817	fluoxetine-51b81a555378b9555a2f1c2d	20	31	ADR	14 hour nap	fluoxetine	fluoxetine	just woke up from a 14 hour nap thank u fluoxetine	10011865	daytime sleepiness															
345906357481918464	161856242	fluoxetine-51bc76055378b9555a2f3326	84	107	Indication	Chronic Fatigue Sydrome	fluoxetine	fluoxetine	i think i should take a tablet of gnc burn 60 and go off for my late night jogging. chronic fatigue sydrome sucks. fluoxetine didn't help.	10008874	chronic fatigue syndrome															
349006527883010048	749592176	fluoxetine-51c7bd4753785f584a9aaf1d							@ph_tariq u sure know fluoxetine..to my surprise and yours..it was the result of studies on diphenhydramine!.look to the structure of both.																	
351772771174449152	632397611	fluoxetine-51d1cd8b53785f584a9af0b3	13	34	ADR	Restless Leg Syndrome	fluoxetine	fluoxetine	rt @ocd_guy: restless leg syndrome is bad tonight.  damn you fluoxetine.	10038741	restless leg syndrome															
333664046505132033	493123841	fosamax-518fec7aac6ab35b4d4835a0							"if you or a loved one has experienced severe side effects from the use of fosamax, call 1.888.520.5202. habla espanol. we follow in return."																	
333734130116354048	180489383	fosamax-51902dbfac6ab35b4d483802							"if you are on zometa, fosamax, boniva,  actonel your dentist and oral-maxillofacial surgeon should know and be in contact with your md"																	
345625588423340032	39863696	gamma-aminobutyric acid-51bb70895378b9555a2f2fb2							gamma-aminobutyric acid acts as a neurotransmitter. it has slight stimulatory effects on the brain &amp; may help induce a state of calm. #gaba																	
347834624304640001	115407248	geodon-51c379db53785f584a9a895f	40	61	ADR	messed up my attitude	geodon	geodon	"you know starting with geodon, the meds messed up my attitude. how odd. it's not just about spirituality. i became a bit mean. that got"	10003743	attitude change															
347834624304640001	115407248	geodon-51c379db53785f584a9a895f	121	125	ADR	mean	geodon	geodon	"you know starting with geodon, the meds messed up my attitude. how odd. it's not just about spirituality. i became a bit mean. that got"	10045549	unpleasant personality															
341663045254270976	1098986143	humira-51ad06355378f924d02eee48							goodbye #methotrexate. hello #humira. i'm beginning to feel like a bloody chemical factory.. and a pin cushion.																	
342305897625829376	1484027370	humira-51af5d125378f924d02f03da							humira may lower your abilities to fight infections. :( #fight4joints																	
342351565727862785	135627441	humira-51af87635378f924d02f05dc							"@almostwell so many complications from one illness. have you had surgery in the past, and are you planning to start humira or similar drugs"																	
342479732811644929	1142929842	humira-51affeba5378b9555a2ef104	27	35	ADR	headache	humira	MTX	i'd gladly trade the #mtx  headache for #humira but after 5 months i still don't have the prescription. i function through vitamins &amp; motrin	10019211	headache															
342479732811644929	1142929842	humira-51affeba5378b9555a2ef104	22	25	Drug	MTX	humira	humira	i'd gladly trade the #mtx  headache for #humira but after 5 months i still don't have the prescription. i function through vitamins &amp; motrin																	
342730668704415745	135627441	humira-51b0e86e5378b9555a2ef6c2	103	121	ADR	destroyed my liver	humira	infliximab	"@almostwell what problems did you have with humira, if you don't mind me asking. i tried infliximab it destroyed my liver."	10024668	liver damage															
342730668704415745	135627441	humira-51b0e86e5378b9555a2ef6c2	89	99	Drug	infliximab	humira	humira	"@almostwell what problems did you have with humira, if you don't mind me asking. i tried infliximab it destroyed my liver."																	
342812200567717888	1370166038	humira-51b1355b5378b9555a2ef88d							do you feel like kayvon is risking relationships with customers? is humira right to refund customers? @pizzapizzaltd #bethebosscanada																	
343928232564912128	9019622	humira-51b545c25378b9555a2f0df9							watching commercial for humira. sounds like worse medication ever. i'd rather have arthritis than cancer #notworthit																	
344010078380253184	1236467078	humira-51b592c75378b9555a2f0f0b	49	54	ADR	tired	humira	humira	the day after my humira jab and as ever i'm mega tired. may have to go back to bed.	10043890	tiredness															
344118257269211136	1351058880	humira-51b5f5355378b9555a2f109b	113	119	Indication	crohns	humira	humira	@uclaibd i never had bleeding or vomiting just alot alot of fatigue and face was pale and lost tons of weight.. #crohns #humira	10011398	Crohn's															
344118257269211136	1351058880	humira-51b5f5355378b9555a2f109b	60	67	ADR	fatigue	humira	humira	@uclaibd i never had bleeding or vomiting just alot alot of fatigue and face was pale and lost tons of weight.. #crohns #humira	10016256	fatigue															
344118257269211136	1351058880	humira-51b5f5355378b9555a2f109b	81	85	ADR	pale	humira	humira	@uclaibd i never had bleeding or vomiting just alot alot of fatigue and face was pale and lost tons of weight.. #crohns #humira	10033532	pale															
344118257269211136	1351058880	humira-51b5f5355378b9555a2f109b	90	109	ADR	lost tons of weight	humira	humira	@uclaibd i never had bleeding or vomiting just alot alot of fatigue and face was pale and lost tons of weight.. #crohns #humira	10047900	weight loss															
344200967841005570	64712361	humira-51b641e25378b9555a2f129b							"@unguidedmissile i probably hv to stay on humira until september, 6 months will b up then. seeing doc 19th, will ask what he thinks."																	
344963265706737664	69991980	humira-51b907b25378b9555a2f2274							he learned how to give me my humira shot wuth the training kit lol																	
346637330746073089	138795534	humira-51bf1eca5378b9555a2f3f04	66	75	ADR	fuzziness	humira	humira	@amybadkin @kate24hrs_aday not to worry - just a bit of temporary fuzziness. i've been on humira since 2007 &amp; love it.	10017565	fuzzy															
347742381237473280	1201644025	humira-51c3243953785f584a9a875c	72	76	ADR	sick	humira	humira	@crohnsdiaries hi i was on humira for 4 months worked great until i got sick last week. don't know if i will go back on it or not.	10016365	feeling sick															
348442602489659392	1048302534	humira-51c5b01553785f584a9a95bb							"@natkayb good luck, i sincerely hope humira does wonders for you! the pen isn't all that bad either, injections just part of weekly routine?"																	
348889890047537152	28094698	humira-51c750a653785f584a9aab29	123	128	Indication	rheum	humira	humira	"@trainingwithra  nope, was on #enbrel 5yrs &amp; had to get off due to unrelenting flare. been on #humira since dec 2012. #rheum"	10039073	rheumatoid arthritis															
348889890047537152	28094698	humira-51c750a653785f584a9aab29	83	88	ADR	flare	humira	humira	"@trainingwithra  nope, was on #enbrel 5yrs &amp; had to get off due to unrelenting flare. been on #humira since dec 2012. #rheum"	10060732	rheumatoid arthritis flare up															
351487964435587074	227548532	humira-51d0c44b53785f584a9ae7d3	42	46	ADR	PAIN	humira	humira	i don't want to take my humira at all the pain is always unbearable and i don't wanna	10033371	pain															
351542752934236160	130286673	humira-51d0f75453785f584a9ae9a6							"so.. the humira commercial said ""i went to my dermatologists &amp; she assigned me humira."" i said ""y didn't she give it 2 u in the 1st place?"""																	
