tweet_id	begin	end	type	umls_id	extraction	drug	tweet	other	meddra_code	meddra_LLTerm
326942685426483200	113	118	INDICATION	c0917801	sleep	trazodone	"zyrtec, benadryl, lortab, etodolac, flexeril, celexa, trazodone, temazepam, motrin, &amp; aspirin. i will either sleep or die. at this point idc"	2	10041005	sleep problem									
327121072099045376	3	14	INDICATION	c0085633	mood swings	lamotrigine	my mood swings are getting worse and lamotrigine isn't helping at all.…	2	10027951	mood swings									
327136020594307072	105	137	ADR	c0233754	 parody of an actual human being	zyprexa	"wellbutrin, zyprexa, xanax, effexor, lamotrigine, valium. every day. i'm not even a person anymore. i'm a parody of an actual human being."	1	10012359	depersonlization									
327202063299788801	15	28	ADR	c0235161	try for sleep	venlafaxine	i’m going to try for sleep. real sleep. not that light bastard that #venlafaxine brings me.	1	10041017	sleeplessness									
327202063299788801	51	64	ADR	c1963237	light bastard	venlafaxine	i’m going to try for sleep. real sleep. not that light bastard that #venlafaxine brings me.	1	10062519	poor sleep quality									
327692063460163585	62	75	ADR	c0015672	wiping me out	venlafaxine	cannot decide whether to take meds today. the #venlafaxine is wiping me out like the #citalopram did. i can’t function on them. #day11	1	10015667	exhaustion									
327692063460163585	104	120	ADR	c0015672	canâ€™t function	vanlafaxine	cannot decide whether to take meds today. the #venlafaxine is wiping me out like the #citalopram did. i can’t function on them. #day11	1	10041349	somnolence									
327793679634931712	38	73	ADR	c0221170	feel like I am in a straight jacket	olanzapine	after taking olanzapine i wake up and feel like i am in a straight jacket because my muscles feel stiff	1	10028339	muscle stiffness									
327793679634931712	85	103	ADR	c0221170	muscles feel stiff	olanzapine	after taking olanzapine i wake up and feel like i am in a straight jacket because my muscles feel stiff	1	10028339	muscle stiffness									
328059687327109120	36	44	ADR	c0344315	Feel low	venlafaxine	another night of ‘light’ sleep. feel low. subdued. sad.  #venlafaxine #day12	1	10024919	low mood									
328059687327109120	55	58	ADR	c0344315	Sad	venlafaxine	another night of ‘light’ sleep. feel low. subdued. sad.  #venlafaxine #day12	1	10016364	feeling sad									
328059687327109120	46	53	ADR	c0344315	Subdued	venlafaxine	another night of ‘light’ sleep. feel low. subdued. sad.  #venlafaxine #day12	1	10024919	low mood									
328059687327109120	20	34	ADR	c1262141	lightâ€™ sleep	venlafaxine	another night of ‘light’ sleep. feel low. subdued. sad.  #venlafaxine #day12	1	10062519	poor sleep quality									
328244482455764994	12	16	Indication	c0235146	high	lamotrigine	if i become high i will not increase the lamotrigine as this will fuel the sleep problems	2	10016333	feeling high									
328244482455764994	75	89	ADR	c0851578	sleep problems	lamotrigine	if i become high i will not increase the lamotrigine as this will fuel the sleep problems	1	10041006	sleep problem									
328248124399296512	86	101	ADR	c0541854	 tired daytimes	venlafaxine	tonight i am taking my #venlafaxine in the evening in pursuit of better sleep and less tired daytimes. wish me luck.	1	10011865	daytime sleepiness									
328248124399296512	72	77	INDICATION	c0917801	sleep	venlafaxine	tonight i am taking my #venlafaxine in the evening in pursuit of better sleep and less tired daytimes. wish me luck.	2	10041017	sleeplessness									
328409269709967361	36	53	INDICATION	c0424000	suicidal thoughts	venlafaxine	"tell your doctor if you experiment suicidal thoughts after taking venlafaxine. wait, isn't that the reason why i started taking this shit?"	2	10042458	suicidal ideation									
328525527184977925	95	103	INDICATION	c0235194	sedation	olanzapine	@joesimpson475 @major___tom in my humble opinion the only reason for prescribing olanzapine is sedation.	2	10039897	sedation									
328645545411354625	0	10	ADR	c0596170	Over-eaten	olanzapine	over-eaten again just before bed. stuffed. good chance i will choke on my own vomit during sleep. i blame #olanzapine #timetochange #bipolar	1	10015598	excessive eating									
328645545411354625	133	140	Indication	c0005586	bipolar	olanzapine	over-eaten again just before bed. stuffed. good chance i will choke on my own vomit during sleep. i blame #olanzapine #timetochange #bipolar	2	10057667	bipolar disorder									
328996507065917440	90	97	INDICATION	c0003467	anxiety	quetiapine	@nevharvey now that i'm on a hefty dose of quetiapine i usually sleep no problem. yet the anxiety remains. a hangover from the days when...	2	10002855	anxiety									
328996507065917440	64	69	INDICATION	c0917801	sleep	quetiapine	@nevharvey now that i'm on a hefty dose of quetiapine i usually sleep no problem. yet the anxiety remains. a hangover from the days when...	2	10041014	sleepiness									
329201654484328450	120	125	ADR	c0012833	dizzy	pregabalin	ooooop. anyone know if amoxicillin and pregabalin have an interaction? never had one with fluoxetine and losartan... so dizzy!	1	10013573	dizziness									
329201654484328450	58	69	ADR	c0687133	interaction	pregabalin	ooooop. anyone know if amoxicillin and pregabalin have an interaction? never had one with fluoxetine and losartan... so dizzy!	1	10013710	drug interaction									
329340088809033730	29	33	INDICATION	c0235146	high	olanzapine	"husband said i was a little 'high' tonight so encouraged me to take 7.5mg of olanzapine. now feel really really really sleepy, zzzz...."	2	10021030	hypomania									
329340088809033730	119	125	ADR	c0917799	sleepy	olanzapine	"husband said i was a little 'high' tonight so encouraged me to take 7.5mg of olanzapine. now feel really really really sleepy, zzzz...."	1	10041014	sleepiness									
329541278268264448	81	84	INDICATION	c0033975	mad	quetiapine	@ital_livity not getting any better here so dragging myself to gp. i'd rather be mad than comatose! hope ur doing ok #quetiapine	2	10037248	psychotic									
329541278268264448	90	98	ADR	c0085628	comatose	quetiapine	@ital_livity not getting any better here so dragging myself to gp. i'd rather be mad than comatose! hope ur doing ok #quetiapine	1	10041349	somnolence									
329617517578444802	128	133	ADR	c0151772	manic	citalopram	"@any1mouse jus gt bck myself, hes put me on citalopram in addition 2 the quetiapine! im a bit worried as citalopram has made me manic before"	1	10026749	mania									
329617517578444802	105	115	DRUG	c0008845	citalopram	quetiapine	"@any1mouse jus gt bck myself, hes put me on citalopram in addition 2 the quetiapine! im a bit worried as citalopram has made me manic before"	2											
329831780670656513	126	134	INDICATION	c0917801	sleeping	trazodone	stop taking trazodone and call your doctor at once if you have a penis erection that is painful or lasts 6 hours or longer.my sleeping pills	2	10041009	sleep problem									
329832584282513408	90	96	ADR	c0234458	dreams	melatonin	"rp mcmurphy was right about the trazodone being my new favorite bed-buddy. rip, melatonin dreams. you were getting too weird - even for me."	1	10004969	bizarre dreams									
329832584282513408	80	89	Drug	null	melatonin	trazodone	"rp mcmurphy was right about the trazodone being my new favorite bed-buddy. rip, melatonin dreams. you were getting too weird - even for me."	2											
329867012782309376	0	7	ADR	c0424109	Tearful	lamotrigine	tearful this morning. desperately poor nights sleep. utterly fucked up by withdrawing so quickly from lamotrigine	1	10043169	tearfulness									
329867012782309376	34	51	ADR	c0235160	poor nights sleep	lamotrigine	tearful this morning. desperately poor nights sleep. utterly fucked up by withdrawing so quickly from lamotrigine	1	10062519	poor sleep quality									
329867012782309376	74	85	ADR	c0152128	withdrawing	lamotrigine	tearful this morning. desperately poor nights sleep. utterly fucked up by withdrawing so quickly from lamotrigine	1	10048010	withdrawal syndrome									
329890622674718720	0	17	ADR	c0003862	Joints killing me	lamotrigine	joints killing me now i have gone back up on the lamotrigine. sick of side effects. sick of meds. want my own self back. knackered today	1	10023222	joint pain									
329890622674718720	121	130	ADR	c0024528	Knackered	lamotrigine	joints killing me now i have gone back up on the lamotrigine. sick of side effects. sick of meds. want my own self back. knackered today	1	10016370	feeling unwell									
329973587559731200	16	26	INDICATION	c0011570	depression	fluoxetine	me: how is your depression now that you’re on fluoxetine?  pt: i don’t have depression. i have fibromyalgia.   me: &lt;sigh&gt;	2	10012378	depression									
330026374758797312	99	107	ADR	c1510472	addicted	olanzapine	"me: why have i been sectioned, what psychotic symptoms do i have? psychiatrist: dancing.  i am now addicted to the antipsychotic olanzapine"	1	10001125	addiction									
330026374758797312	36	45	INDICATION	c0033975	psychotic	olanzapine	"me: why have i been sectioned, what psychotic symptoms do i have? psychiatrist: dancing.  i am now addicted to the antipsychotic olanzapine"	2	10037248	psychotic									
330056211133247489	42	50	INDICATION	c0917801	insomnia	quetiapine	@bella_astre @mrs_kittyo i've had chronic insomnia for as long as i can remember because my brain won't shut up. low dose of quetiapine...	2	10022437	insomnia									
330056211133247489	92	111	INDICATION	c0554978	brain won't shut up	quetiapine	@bella_astre @mrs_kittyo i've had chronic insomnia for as long as i can remember because my brain won't shut up. low dose of quetiapine...	2	10067192	racing thoughts									
330070815049662465	0	10	ADR	c0152128	coming off	quetiapine	coming off #quetiapine is harder than u think. nausea sickness hot and cold shivers twitching headache #bipolar #mentalhealth #medication	1	10013754	drug withdrawal syndrome									
330070815049662465	63	75	ADR	c0522245	hot and cold	quetiapine	coming off #quetiapine is harder than u think. nausea sickness hot and cold shivers twitching headache #bipolar #mentalhealth #medication	1	10016335	feeling hot and cold									
330070815049662465	94	102	ADR	c0018681	headache	quetiapine	coming off #quetiapine is harder than u think. nausea sickness hot and cold shivers twitching headache #bipolar #mentalhealth #medication	1	10019211	headache									
330070815049662465	54	62	ADR	c0231218	sickness	quetiapine	coming off #quetiapine is harder than u think. nausea sickness hot and cold shivers twitching headache #bipolar #mentalhealth #medication	1	10016365	feeling sick									
330070815049662465	47	53	ADR	c0027497	nausea	quetiapine	coming off #quetiapine is harder than u think. nausea sickness hot and cold shivers twitching headache #bipolar #mentalhealth #medication	1	10028813	nausea									
330070815049662465	76	83	ADR	c0036973	shivers	quetiapine	coming off #quetiapine is harder than u think. nausea sickness hot and cold shivers twitching headache #bipolar #mentalhealth #medication	1	10040558	shivering									
330070815049662465	84	93	ADR	c0231530	twitching	quetiapine	coming off #quetiapine is harder than u think. nausea sickness hot and cold shivers twitching headache #bipolar #mentalhealth #medication	1	10045198	twitching									
330070815049662465	104	111	Indication	c0005586	bipolar	quetiapine	coming off #quetiapine is harder than u think. nausea sickness hot and cold shivers twitching headache #bipolar #mentalhealth #medication	2	10057667	bipolar disorder									
330249629247610880	34	44	ADR	c0038587	withdrawal	lamotrigine	"@ecrjones attempts at lamotrigine withdrawal, commuting by train every day and being back at work in a new role"	1	10023222	joint pain									
330284990770327555	82	92	INDICATION	c0011570	depression	fluoxetine	@pillowfort fluoxetine was my god for a short time. disagree that girls help with depression though..	2	10012378	depression									
330341426120503298	45	56	ADR	c0917799	passing out	trazodone	debating on taking a trazodone and literally passing out for the day.	1	10041349	somnolence									
330357689613946883	119	125	INDICATION	c0004352	autism	memantine	rt @jeremyvvw: there are other drugs in development. large randomized study of memantine under way for core symptoms. #autismchat	2	10003805	autism									
330431770157780994	108	115	INDICATION	c0033975	madness	quetiapine	celebrating nearly one year on quetiapine with some delicious quetiapine. mmm. quick release for instant no-madness.	2	10037248	psychotic									
330545428493893632	67	73	ADR	c0857486	zombie	trazodone	"round 2 trazodone. please just put me to sleep, not make me into a zombie the whole next day."	1	10016384	felt like a zombie									
330545428493893632	41	46	INDICATION	c0917801	sleep	trazodone	"round 2 trazodone. please just put me to sleep, not make me into a zombie the whole next day."	2	10041005	sleep problem									
330740866807386112	17	26	ADR	c1510472	addictive	venlafaxine	@elizabethaf not addictive? 'ssri discontinuation syndrome.' i know someone who has been trying to come off venlafaxine for over two years &gt;	1	10012336	dependence addictive									
330740866807386112	34	58	ADR	c0038587	discontinuation syndrome	venlafaxine	@elizabethaf not addictive? 'ssri discontinuation syndrome.' i know someone who has been trying to come off venlafaxine for over two years &gt;	1	10013754	drug withdrawal syndrome									
330768789878743040	16	29	INDICATION	c0033975	antipsychotic	olanzapine	is anyone on an antipsychotic they can actually tolerate? i can tolerate a low dose of olanzapine 7.5mg	2	10037234	psychosis									
330777882395807744	23	26	INDICATION	c0036601	cut	fluoxetine	its funny how just one cut could make you feel more better an entire bottle of prozac/fluoxetine	2	10012213	deliberate self harm									
330877304140083200	77	81	ADR	c0235146	high	trazodone	#trazodone is one hell of a sleeping pill. it also makes you feel incredibly high.	1	10016333	feeling high									
330877304140083200	28	41	INDICATION	c0599396	sleeping pill	trazodone	#trazodone is one hell of a sleeping pill. it also makes you feel incredibly high.	2	10041010	sleep problem									
330910232819679235	34	38	ADR	c0235150	cold	ofloxacin	i feel like a pile of shit #sick #cold #stomach reacting to some antibiotics. i will never again take #ciprofloxacin	1	10009851	cold									
330910232819679235	2	26	ADR	c0231218	feel like a pile of shit	ofloxacin	i feel like a pile of shit #sick #cold #stomach reacting to some antibiotics. i will never again take #ciprofloxacin	1											
330910232819679235	28	32	ADR	c0231218	sick	ofloxacin	i feel like a pile of shit #sick #cold #stomach reacting to some antibiotics. i will never again take #ciprofloxacin	1	10016365	feeling sick									
330910232819679235	65	76	INDICATION	c0021311	antibiotics	ofloxacin	i feel like a pile of shit #sick #cold #stomach reacting to some antibiotics. i will never again take #ciprofloxacin	2	10060945	bacterial infection									
330910232819679235	40	56	ADR	c0221512	stomach reacting	ofloxacin	i feel like a pile of shit #sick #cold #stomach reacting to some antibiotics. i will never again take #ciprofloxacin	1	10042113	stomach pain									
330991367222337536	0	5	ADR	c0917801	Slept	venlafaxine	slept! really slept! i think i can assume from that that the venlafaxine is now nearly out of my system :))	1	10041349	somnolence									
331187619096588288	25	39	INDICATION	c0034186	pyelonephritis	ofloxacin	@seefisch:oral drugs for pyelonephritis:ciprofloxacin levofloxacin tmp/smz do not use nitrofurantoin for pyelo(only cystitis)@david_medinaf	2	10037596	pyelonephritis									
331229137173889025	77	84	INDICATION	c0003467	anxiety	ziprasidone	"i now take zoloft for depression , and ziprasidone for a mood stabilizer and anxiety ."	2	10002855	anxiety									
331229137173889025	22	32	INDICATION	c0011570	depression	zoloft	"i now take zoloft for depression , and ziprasidone for a mood stabilizer and anxiety ."	2	10012378	depression									
331229137173889025	57	72	INDICATION	c0085633	mood stabilizer	ziprasidone	"i now take zoloft for depression , and ziprasidone for a mood stabilizer and anxiety ."	2	10027951	mood swings									
331229137173889025	11	17	Drug	null	zoloft	zoloft	"i now take zoloft for depression , and ziprasidone for a mood stabilizer and anxiety ."	2											
331478814888689664	89	103	ADR	c0018524	hallucinations	valproate	"@spicynyx i think i'm that too! had rare breastmilk production on quetiapine, ultra rare hallucinations (not psychosis) on valproate."	1	10019063	hallucination									
331478814888689664	41	62	ADR	c0235661	breastmilk production	quetiapine	"@spicynyx i think i'm that too! had rare breastmilk production on quetiapine, ultra rare hallucinations (not psychosis) on valproate."	1	10023666	lactation induced									
331478814888689664	123	132	DRUG	c0080356	valproate	quetiapine	"@spicynyx i think i'm that too! had rare breastmilk production on quetiapine, ultra rare hallucinations (not psychosis) on valproate."	2											
331745125501915138	29	46	ADR	c1527304	allergic reaction	lamotrigine	@thejeremyvine i once had an allergic reaction to the anti-convulsant lamotrigine.  i got a rash all over my body that looked like burns.	1	10001718	allergic reaction									
331745125501915138	54	69	INDICATION	c1540600	anti-convulsant	lamotrigine	@thejeremyvine i once had an allergic reaction to the anti-convulsant lamotrigine.  i got a rash all over my body that looked like burns.	2	10010904	convulsion									
331745125501915138	92	96	ADR	c0015230	rash	lamotrigine	@thejeremyvine i once had an allergic reaction to the anti-convulsant lamotrigine.  i got a rash all over my body that looked like burns.	1	10037844	rash									
331818975681982464	19	23	ADR	c0014724	burp	fluoxetine	morning fluoxetine burp makes me want to ralph.	1	10006804	burping									
331818975681982464	33	46	ADR	c0027497	want to ralph	fluoxetine	morning fluoxetine burp makes me want to ralph.	1	10028813	nausea									
331961284935434242	71	77	ADR	c0541992	Groggy	trazodone	i love when my #trazodone kicks in after i've forgotten i've taken it. groggy tweets commence.	1	10018730	groggy									
332175390044999680	44	53	Indication	c0011570	anti deps	venlafaxine	"please be careful when withdrawing from any anti deps, benzos and/or hypnotics. venlafaxine was a bad choice for me and worse withdrawl."	2	10012378	depression									
332175390044999680	23	34	ADR	c0038587	withdrawing	venlafaxine	"please be careful when withdrawing from any anti deps, benzos and/or hypnotics. venlafaxine was a bad choice for me and worse withdrawl."	1	10048010	withdrawal syndrome									
332176466940923904	109	129	ADR	c0541999	won't let me wake up	trazodone	"@ftamalenus i keep telling myself 8 am, but i think the trazodone fucks it up. :( it knocks me right out and won't let me wake up."	1	10019158	hard to awaken									
332176466940923904	85	104	ADR	c0917799	knocks me right out	trazodone	"@ftamalenus i keep telling myself 8 am, but i think the trazodone fucks it up. :( it knocks me right out and won't let me wake up."	0	10041349	somnolence									
332227554956161024	89	94	INDICATION	c0917801	sleep	trazodone	happy for wellbutrin; has similar effects as adderall.. trazodone is super promising for sleep.. but abilify can cause weight gain -_-	2	10041012	sleep problem									
332280215931858945	103	114	ADR	c0687133	combination	fluoxetine	"can't sleep, but i'm afraid that the muscle tremors keep me awake even worse if i take promethazine in combination with fluoxetine..."	0	10013710	drug interaction									
332280215931858945	0	11	Indication	c0917801	can't sleep	fluoxetine	"can't sleep, but i'm afraid that the muscle tremors keep me awake even worse if i take promethazine in combination with fluoxetine..."	2	10022437	insomnia									
332280215931858945	37	51	ADR	c0235082	muscle tremors	fluoxetine	"can't sleep, but i'm afraid that the muscle tremors keep me awake even worse if i take promethazine in combination with fluoxetine..."	1	10044573	tremor muscle									
332298447866707969	86	101	INDICATION	c0011570	antidepressants	effexor	little did i know that i would go through withdrawals when coming off of effexor xr. #antidepressants	2	10012378	depression									
332298447866707969	42	53	ADR	c0152128	withdrawals	effexor	little did i know that i would go through withdrawals when coming off of effexor xr. #antidepressants	1	10048010	withdrawal syndrome									
332302887940145152	36	43	INDICATION	c0003467	anxiety	paxil	@jessieeclayton take paxil then. no anxiety just happiness. but you et withdraws if you forget to take it.	2	10002855	anxiety									
332302887940145152	71	80	ADR	c0152128	withdraws	paxil	@jessieeclayton take paxil then. no anxiety just happiness. but you et withdraws if you forget to take it.	1	10048010	withdrawal syndrome									
332304295791824897	134	138	ADR	c0231218	sick	cymbalta	@spooniescouch @joodamsmith @seal_kim @sapril880 ant take anti seizure meds or anti depressants and cymbalta and savella made me very sick:(	1	10016365	feeling sick									
332304295791824897	84	95	INDICATION	c0011570	depressants	cymbalta	@spooniescouch @joodamsmith @seal_kim @sapril880 ant take anti seizure meds or anti depressants and cymbalta and savella made me very sick:(	2	10012378	depression									
332304295791824897	113	120	Drug	null	Savella	cymbalta	@spooniescouch @joodamsmith @seal_kim @sapril880 ant take anti seizure meds or anti depressants and cymbalta and savella made me very sick:(	2											
332343860858601473	74	79	INDICATION	c0917801	awake	trazodone	trazodone is not working since he started me at such a low dose. i'm wide awake for the majority of the night. cutting privacy.	2	10022437	insomnia									
332356011946016768	59	68	ADR	c0011206	delirious	paxil	i reaaaallly need to take my paxil but it makes me feel so delirious and just messed up.	1	10012217	delirious 									
332356011946016768	78	87	ADR	c0235194	messed up	paxil	i reaaaallly need to take my paxil but it makes me feel so delirious and just messed up.	1	10016370	feeling unwell									
332391387901358081	65	74	ADR	c0011206	delirious	quetiapine	@edaemus @waynehatesfruit oh that was only last night when i was delirious on quetiapine - you took advantage of the situation.	1	10012217	delirious 									
332448217490944000	50	57	INDICATION	c0005586	Bipolar	lamotrigine	"@stilgarg i'm ok ty have an official diagnosis of bipolar now, feeling ok at the moment lamotrigine has been increased having monotherapy:/"	2	10057667	bipolar disorder									
332511485043548162	68	77	ADR	c0004604	back pain	effexor	i'd rather be on the effexor that made me happy though i had severe back pain from it.. than sad and crying for no reason on lexapro....	1	10003988	back pain									
332511485043548162	93	96	ADR	c0344315	sad	lexapro	i'd rather be on the effexor that made me happy though i had severe back pain from it.. than sad and crying for no reason on lexapro....	1	10016364	feeling sad									
332511485043548162	101	121	ADR	c0235939	crying for no reason	lexapro	i'd rather be on the effexor that made me happy though i had severe back pain from it.. than sad and crying for no reason on lexapro....	1	10011469	crying									
332511485043548162	125	132	Drug	null	lexapro	effexor	i'd rather be on the effexor that made me happy though i had severe back pain from it.. than sad and crying for no reason on lexapro....	2											
332531689639256064	112	114	INDICATION	c0026769	MS	baclofen	"does anybody take baclofen? so, what dose? just curious. i now take 50mg a day  can you rt please @positiveaboutms ?"	2	10002853	MS									
332666031778721792	33	41	ADR	c1527304	allergic	cymbalta	@sarapekow need to switch bc def allergic to cymbalta :(	1	10001718	allergic reaction									
332754231138320384	60	75	ADR	c0021655	insulin blocker	seroquel	why seroquel can make me put on 20 over kg: it acts like an insulin blocker or something.	1	10005613	blood insulin decreased									
332754231138320384	25	42	ADR	c0043094	put on 20 over kg	seroquel	why seroquel can make me put on 20 over kg: it acts like an insulin blocker or something.	1	10047896	weight gain									
332906821624934400	96	107	ADR	c0020649	hypotension	avelox	has anyone ever had to take avelox?  i need some tricks to curb the nausea and help me with the hypotension.  #avelox #antibiotic #evil	1	10020772	hypotension									
332906821624934400	68	74	ADR	c0027497	nausea	avelox	has anyone ever had to take avelox?  i need some tricks to curb the nausea and help me with the hypotension.  #avelox #antibiotic #evil	1	10028813	nausea									
332906821624934400	119	129	INDICATION	c0021311	antibiotic	avelox	has anyone ever had to take avelox?  i need some tricks to curb the nausea and help me with the hypotension.  #avelox #antibiotic #evil	2	10060945	bacterial infection									
332977955754110976	8	17	INDICATION	c0011570	depressed	cymbalta	i'm soo depressed cymbalta couldn't help me .	2	10012378	depression									
332978332679409665	68	77	ADR	c1443060	biffiness	quetiapine	"@crimefish bum.  i was worried about mania on them, but i think the biffiness is going to be worse, especially coupled with quetiapine."	1	10027374	mental impairment									
332982511229607937	75	80	INDICATION	c0917801	sleep	trazodone	@dilligafoxford @schizophrenicgb i have a low dose of trazodone to help me sleep otherwise i wouldn't especially when #happymenta	2	10041013	sleep problem									
333029850547900416	111	134	ADR	c0917799	sleep for fifteen hours	trazodone	i can't decide if i should watch mind-numbing reality tv on netflix or abuse my prescription for trazodone and sleep for fifteen hours	1	10041349	somnolence									
333047285430751232	46	55	ADR	c0085281	addictive	effexor	"narcotic, benzo, etc rx's arent the only meds addictive. if i miss a dose of wellbutrin or effexor, my hands shake crazy &amp; i get brain zaps"	0	10001125	addiction									
333047285430751232	133	143	ADR	c0030554	brain zaps	effexor	"narcotic, benzo, etc rx's arent the only meds addictive. if i miss a dose of wellbutrin or effexor, my hands shake crazy &amp; i get brain zaps"	1	10014358	electric shock sensation									
333047285430751232	103	114	ADR	c0040822	hands shake	effexor	"narcotic, benzo, etc rx's arent the only meds addictive. if i miss a dose of wellbutrin or effexor, my hands shake crazy &amp; i get brain zaps"	1	10040530	shaking of hands									
333047948642492416	88	106	ADR	c0338656	cognitive problems	Topomax	"@burberrywife sometimes it never ends. so sorry. topomax is miserable with parasthesia, cognitive problems, kidney stones. lamictal's good"	1	10009846	cognitive impairment									
333047948642492416	108	121	ADR	c0022650	kidney stones	Topomax	"@burberrywife sometimes it never ends. so sorry. topomax is miserable with parasthesia, cognitive problems, kidney stones. lamictal's good"	1	10023437	kidney stones									
333047948642492416	75	86	ADR	c0030554	parasthesia	Topomax	"@burberrywife sometimes it never ends. so sorry. topomax is miserable with parasthesia, cognitive problems, kidney stones. lamictal's good"	1	10033987	parasthesia									
333047948642492416	49	56	DRUG	c0076829	Topomax	lamictal	"@burberrywife sometimes it never ends. so sorry. topomax is miserable with parasthesia, cognitive problems, kidney stones. lamictal's good"	2											
333050589867028480	122	130	ADR	c0149931	migraine	lamictal	@burberrywife lamictal has a black box warning for rash? and they titrate you slowly. no side effects at all for me.  bad migraine today.	1	10027599	migraine									
333079296635719681	108	120	INDICATION	c0086769	panic attack	paroxetine	"@snailhime @wrangelisland paroxetine 40mg/day, since i started ive been able to go outside without having a panic attack which is nice."	2	10033664	panic attack									
333180265264472065	100	117	ADR	c0152128	going though hell	venlafaxine	i need help twitter. i was gradually coming off venlafaxine and now i'm completely off it i've been going though hell.	1	10048010	withdrawal syndrome	withdrawal syndrome								
333249611403784193	108	118	ADR	c0043094	extra 20kg	seroquel	today was hard - arguing with a professional. was told seroquel doesn’t make you put on weight - i and my extra 20kg beg to differ.	1	10047896	weight gain									
333249611403784193	83	97	ADR	c0043094	put on weight 	seroquel	today was hard - arguing with a professional. was told seroquel doesn’t make you put on weight - i and my extra 20kg beg to differ.	1	10047896	weight gain									
333286778628870145	89	111	ADR	c0038587	Coming off venlafaxine	venlafaxine	"@mondaysmomma it's ok, i guess it's just a case of trial and error with antidepressants. coming off venlafaxine has been so nasty :("	1	10013754	drug withdrawal syndrome									
333292551715041280	39	44	INDICATION	c0018965	blood	cipro	"@heidita22 @joanjacobs4 dr said i have blood, puss, red n white blood cells in my urine. gave me cipro n told me to see urologist monday"	2	10005604	blood in urine									
333292551715041280	46	50	INDICATION	c0034359	puss	cipro	"@heidita22 @joanjacobs4 dr said i have blood, puss, red n white blood cells in my urine. gave me cipro n told me to see urologist monday"	2	10046544	urinary infection									
333292551715041280	52	87	INDICATION	c0854148	red n white blood cells in my urine	cipro	"@heidita22 @joanjacobs4 dr said i have blood, puss, red n white blood cells in my urine. gave me cipro n told me to see urologist monday"	2	10046544	urinary infection									
333294325951774720	52	64	ADR	c0152128	symptom free	paxil	@gusgreeper i can't believe how long it takes to be symptom free from this shit #paxil	1	10016370	feeling unwell									
333297273750564864	13	28	ADR	c0917799	wake up at 2:30	seroquel	seroquel aka wake up at 2:30 and waste half your day sleeping.	1	10040999	sleep disturbed									
333297273750564864	39	61	ADR	c0541854	half your day sleeping	seroquel	seroquel aka wake up at 2:30 and waste half your day sleeping.	1	10041349	somnolence									
333304563857780736	63	83	ADR	c0344232	eyes are outta focus	lamictal	took 25 pills of lamictal cause that shit will fuck you up. yo eyes are outta focus and you can't walk straight but your happy as hell.	1	10012792	difficulty focusing eyes									
333304563857780736	92	111	ADR	c0311394	can't walk straight	lamictal	took 25 pills of lamictal cause that shit will fuck you up. yo eyes are outta focus and you can't walk straight but your happy as hell.	1	10047810	walking difficulty									
