tweet_id	begin	end	type	extraction	drug	tweet	meddra_code	meddra_term
330431770157780994					quetiapine	celebrating nearly one year on quetiapine with some delicious quetiapine. mmm. quick release for instant no-madness.		
330545428493893632	68	74	ADR	zombie	trazodone	"round 2 trazodone. please just put me to sleep, not make me into a zombie the whole next day."	10016384	felt like a zombie
330545428493893632					trazodone	"round 2 trazodone. please just put me to sleep, not make me into a zombie the whole next day."		
330740866807386112	17	26	ADR	addictive	venlafaxine	@elizabethaf not addictive? 'ssri discontinuation syndrome.' i know someone who has been trying to come off venlafaxine for over two years &gt;	10012336	dependence addictive
330740866807386112	34	58	ADR	discontinuation syndrome	venlafaxine	@elizabethaf not addictive? 'ssri discontinuation syndrome.' i know someone who has been trying to come off venlafaxine for over two years &gt;	10013754	drug withdrawal syndrome
330768789878743040					olanzapine	is anyone on an antipsychotic they can actually tolerate? i can tolerate a low dose of olanzapine 7.5mg		
330777882395807744					fluoxetine	its funny how just one cut could make you feel more better an entire bottle of prozac/fluoxetine		
330877304140083200	77	81	ADR	high	trazodone	#trazodone is one hell of a sleeping pill. it also makes you feel incredibly high.	10016333	feeling high
330877304140083200					trazodone	#trazodone is one hell of a sleeping pill. it also makes you feel incredibly high.		
330910232819679235	34	38	ADR	cold	ofloxacin	i feel like a pile of shit #sick #cold #stomach reacting to some antibiotics. i will never again take #ciprofloxacin	10009851	cold
330910232819679235	2	26	ADR	feel like a pile of shit	ofloxacin	i feel like a pile of shit #sick #cold #stomach reacting to some antibiotics. i will never again take #ciprofloxacin		
330910232819679235	28	32	ADR	sick	ofloxacin	i feel like a pile of shit #sick #cold #stomach reacting to some antibiotics. i will never again take #ciprofloxacin	10016365	feeling sick
330910232819679235					ofloxacin	i feel like a pile of shit #sick #cold #stomach reacting to some antibiotics. i will never again take #ciprofloxacin		
330910232819679235	40	56	ADR	stomach reacting	ofloxacin	i feel like a pile of shit #sick #cold #stomach reacting to some antibiotics. i will never again take #ciprofloxacin	10042113	stomach pain
330991367222337536	0	5	ADR	Slept	venlafaxine	slept! really slept! i think i can assume from that that the venlafaxine is now nearly out of my system :))	10041349	somnolence
331187619096588288					ofloxacin	@seefisch:oral drugs for pyelonephritis:ciprofloxacin levofloxacin tmp/smz do not use nitrofurantoin for pyelo(only cystitis)@david_medinaf		
331229137173889025					ziprasidone	"i now take zoloft for depression , and ziprasidone for a mood stabilizer and anxiety ."		
331229137173889025					zoloft	"i now take zoloft for depression , and ziprasidone for a mood stabilizer and anxiety ."		
331229137173889025					ziprasidone	"i now take zoloft for depression , and ziprasidone for a mood stabilizer and anxiety ."		
331229137173889025					zoloft	"i now take zoloft for depression , and ziprasidone for a mood stabilizer and anxiety ."		
331478814888689664	90	104	ADR	hallucinations	valproate	"@spicynyx i think i'm that too! had rare breastmilk production on quetiapine, ultra rare hallucinations (not psychosis) on valproate."	10019063	hallucination
331478814888689664	42	63	ADR	breastmilk production	quetiapine	"@spicynyx i think i'm that too! had rare breastmilk production on quetiapine, ultra rare hallucinations (not psychosis) on valproate."	10023666	lactation induced
331478814888689664					quetiapine	"@spicynyx i think i'm that too! had rare breastmilk production on quetiapine, ultra rare hallucinations (not psychosis) on valproate."		
331745125501915138	29	46	ADR	allergic reaction	lamotrigine	@thejeremyvine i once had an allergic reaction to the anti-convulsant lamotrigine.  i got a rash all over my body that looked like burns.	10001718	allergic reaction
331745125501915138					lamotrigine	@thejeremyvine i once had an allergic reaction to the anti-convulsant lamotrigine.  i got a rash all over my body that looked like burns.		
331745125501915138	92	96	ADR	rash	lamotrigine	@thejeremyvine i once had an allergic reaction to the anti-convulsant lamotrigine.  i got a rash all over my body that looked like burns.	10037844	rash
331818975681982464	19	23	ADR	burp	fluoxetine	morning fluoxetine burp makes me want to ralph.	10006804	burping
331818975681982464	33	46	ADR	want to ralph	fluoxetine	morning fluoxetine burp makes me want to ralph.	10028813	nausea
331961284935434242	71	77	ADR	Groggy	trazodone	i love when my #trazodone kicks in after i've forgotten i've taken it. groggy tweets commence.	10018730	groggy
332175390044999680					venlafaxine	"please be careful when withdrawing from any anti deps, benzos and/or hypnotics. venlafaxine was a bad choice for me and worse withdrawl."		
332175390044999680	24	35	ADR	withdrawing	venlafaxine	"please be careful when withdrawing from any anti deps, benzos and/or hypnotics. venlafaxine was a bad choice for me and worse withdrawl."	10048010	withdrawal syndrome
332176466940923904	110	130	ADR	won't let me wake up	trazodone	"@ftamalenus i keep telling myself 8 am, but i think the trazodone fucks it up. :( it knocks me right out and won't let me wake up."	10019158	hard to awaken
332176466940923904	86	105	ADR	knocks me right out	trazodone	"@ftamalenus i keep telling myself 8 am, but i think the trazodone fucks it up. :( it knocks me right out and won't let me wake up."	10041349	somnolence
332227554956161024					trazodone	happy for wellbutrin; has similar effects as adderall.. trazodone is super promising for sleep.. but abilify can cause weight gain -_-		
332280215931858945	104	115	ADR	combination	fluoxetine	"can't sleep, but i'm afraid that the muscle tremors keep me awake even worse if i take promethazine in combination with fluoxetine..."	10013710	drug interaction
332280215931858945					fluoxetine	"can't sleep, but i'm afraid that the muscle tremors keep me awake even worse if i take promethazine in combination with fluoxetine..."		
332280215931858945	38	52	ADR	muscle tremors	fluoxetine	"can't sleep, but i'm afraid that the muscle tremors keep me awake even worse if i take promethazine in combination with fluoxetine..."	10044573	tremor muscle
332298447866707969					effexor	little did i know that i would go through withdrawals when coming off of effexor xr. #antidepressants		
332298447866707969	42	53	ADR	withdrawals	effexor	little did i know that i would go through withdrawals when coming off of effexor xr. #antidepressants	10048010	withdrawal syndrome
332302887940145152					paxil	@jessieeclayton take paxil then. no anxiety just happiness. but you et withdraws if you forget to take it.		
332302887940145152	71	80	ADR	withdraws	paxil	@jessieeclayton take paxil then. no anxiety just happiness. but you et withdraws if you forget to take it.	10048010	withdrawal syndrome
332304295791824897	134	138	ADR	sick	cymbalta	@spooniescouch @joodamsmith @seal_kim @sapril880 ant take anti seizure meds or anti depressants and cymbalta and savella made me very sick:(	10016365	feeling sick
332304295791824897					cymbalta	@spooniescouch @joodamsmith @seal_kim @sapril880 ant take anti seizure meds or anti depressants and cymbalta and savella made me very sick:(		
332304295791824897					cymbalta	@spooniescouch @joodamsmith @seal_kim @sapril880 ant take anti seizure meds or anti depressants and cymbalta and savella made me very sick:(		
332343860858601473					trazodone	trazodone is not working since he started me at such a low dose. i'm wide awake for the majority of the night. cutting privacy.		
332356011946016768	59	68	ADR	delirious	paxil	i reaaaallly need to take my paxil but it makes me feel so delirious and just messed up.	10012217	delirious 
332356011946016768	78	87	ADR	messed up	paxil	i reaaaallly need to take my paxil but it makes me feel so delirious and just messed up.	10016370	feeling unwell
332391387901358081	65	74	ADR	delirious	quetiapine	@edaemus @waynehatesfruit oh that was only last night when i was delirious on quetiapine - you took advantage of the situation.	10012217	delirious 
332448217490944000					lamotrigine	"@stilgarg i'm ok ty have an official diagnosis of bipolar now, feeling ok at the moment lamotrigine has been increased having monotherapy:/"		
332511485043548162	68	77	ADR	back pain	effexor	i'd rather be on the effexor that made me happy though i had severe back pain from it.. than sad and crying for no reason on lexapro....	10003988	back pain
332511485043548162	93	96	ADR	sad	lexapro	i'd rather be on the effexor that made me happy though i had severe back pain from it.. than sad and crying for no reason on lexapro....	10016364	feeling sad
332511485043548162	101	121	ADR	crying for no reason	lexapro	i'd rather be on the effexor that made me happy though i had severe back pain from it.. than sad and crying for no reason on lexapro....	10011469	crying
332511485043548162					effexor	i'd rather be on the effexor that made me happy though i had severe back pain from it.. than sad and crying for no reason on lexapro....		
332531689639256064					baclofen	"does anybody take baclofen? so, what dose? just curious. i now take 50mg a day  can you rt please @positiveaboutms ?"		
332666031778721792	33	41	ADR	allergic	cymbalta	@sarapekow need to switch bc def allergic to cymbalta :(	10001718	allergic reaction
332754231138320384	60	75	ADR	insulin blocker	seroquel	why seroquel can make me put on 20 over kg: it acts like an insulin blocker or something.	10005613	blood insulin decreased
332754231138320384	25	42	ADR	put on 20 over kg	seroquel	why seroquel can make me put on 20 over kg: it acts like an insulin blocker or something.	10047896	weight gain
332906821624934400	96	107	ADR	hypotension	avelox	has anyone ever had to take avelox?  i need some tricks to curb the nausea and help me with the hypotension.  #avelox #antibiotic #evil	10020772	hypotension
332906821624934400	68	74	ADR	nausea	avelox	has anyone ever had to take avelox?  i need some tricks to curb the nausea and help me with the hypotension.  #avelox #antibiotic #evil	10028813	nausea
332906821624934400					avelox	has anyone ever had to take avelox?  i need some tricks to curb the nausea and help me with the hypotension.  #avelox #antibiotic #evil		
332977955754110976					cymbalta	i'm soo depressed cymbalta couldn't help me .		
332978332679409665	69	78	ADR	biffiness	quetiapine	"@crimefish bum.  i was worried about mania on them, but i think the biffiness is going to be worse, especially coupled with quetiapine."	10027374	mental impairment
332982511229607937					trazodone	@dilligafoxford @schizophrenicgb i have a low dose of trazodone to help me sleep otherwise i wouldn't especially when #happymenta		
333029850547900416	111	134	ADR	sleep for fifteen hours	trazodone	i can't decide if i should watch mind-numbing reality tv on netflix or abuse my prescription for trazodone and sleep for fifteen hours	10041349	somnolence
333047285430751232	47	56	ADR	addictive	effexor	"narcotic, benzo, etc rx's arent the only meds addictive. if i miss a dose of wellbutrin or effexor, my hands shake crazy &amp; i get brain zaps"	10001125	addiction
333047285430751232	134	144	ADR	brain zaps	effexor	"narcotic, benzo, etc rx's arent the only meds addictive. if i miss a dose of wellbutrin or effexor, my hands shake crazy &amp; i get brain zaps"	10014358	electric shock sensation
333047285430751232	104	115	ADR	hands shake	effexor	"narcotic, benzo, etc rx's arent the only meds addictive. if i miss a dose of wellbutrin or effexor, my hands shake crazy &amp; i get brain zaps"	10040530	shaking of hands
333047948642492416	89	107	ADR	cognitive problems	Topomax	"@burberrywife sometimes it never ends. so sorry. topomax is miserable with parasthesia, cognitive problems, kidney stones. lamictal's good"	10009846	cognitive impairment
333047948642492416	109	122	ADR	kidney stones	Topomax	"@burberrywife sometimes it never ends. so sorry. topomax is miserable with parasthesia, cognitive problems, kidney stones. lamictal's good"	10023437	kidney stones
333047948642492416	76	87	ADR	parasthesia	Topomax	"@burberrywife sometimes it never ends. so sorry. topomax is miserable with parasthesia, cognitive problems, kidney stones. lamictal's good"	10033987	parasthesia
333047948642492416					lamictal	"@burberrywife sometimes it never ends. so sorry. topomax is miserable with parasthesia, cognitive problems, kidney stones. lamictal's good"		
333050589867028480	122	130	ADR	migraine	lamictal	@burberrywife lamictal has a black box warning for rash? and they titrate you slowly. no side effects at all for me.  bad migraine today.	10027599	migraine
333079296635719681					paroxetine	"@snailhime @wrangelisland paroxetine 40mg/day, since i started ive been able to go outside without having a panic attack which is nice."		
333180265264472065	100	117	ADR	going though hell	venlafaxine	i need help twitter. i was gradually coming off venlafaxine and now i'm completely off it i've been going though hell.	10048010	withdrawal syndrome
333249611403784193	106	116	ADR	extra 20kg	seroquel	today was hard - arguing with a professional. was told seroquel doesn�t make you put on weight - i and my extra 20kg beg to differ.	10047896	weight gain
333249611403784193	81	95	ADR	put on weight 	seroquel	today was hard - arguing with a professional. was told seroquel doesn�t make you put on weight - i and my extra 20kg beg to differ.	10047896	weight gain
333286778628870145	90	112	ADR	Coming off venlafaxine	venlafaxine	"@mondaysmomma it's ok, i guess it's just a case of trial and error with antidepressants. coming off venlafaxine has been so nasty :("	10013754	drug withdrawal syndrome
333292551715041280					cipro	"@heidita22 @joanjacobs4 dr said i have blood, puss, red n white blood cells in my urine. gave me cipro n told me to see urologist monday"		
333292551715041280					cipro	"@heidita22 @joanjacobs4 dr said i have blood, puss, red n white blood cells in my urine. gave me cipro n told me to see urologist monday"		
333292551715041280					cipro	"@heidita22 @joanjacobs4 dr said i have blood, puss, red n white blood cells in my urine. gave me cipro n told me to see urologist monday"		
333294325951774720	52	64	ADR	symptom free	paxil	@gusgreeper i can't believe how long it takes to be symptom free from this shit #paxil	10016370	feeling unwell
333297273750564864	13	28	ADR	wake up at 2:30	seroquel	seroquel aka wake up at 2:30 and waste half your day sleeping.	10040999	sleep disturbed
333297273750564864	39	61	ADR	half your day sleeping	seroquel	seroquel aka wake up at 2:30 and waste half your day sleeping.	10041349	somnolence
333304563857780736	63	83	ADR	eyes are outta focus	lamictal	took 25 pills of lamictal cause that shit will fuck you up. yo eyes are outta focus and you can't walk straight but your happy as hell.	10012792	difficulty focusing eyes
333304563857780736	92	111	ADR	can't walk straight	lamictal	took 25 pills of lamictal cause that shit will fuck you up. yo eyes are outta focus and you can't walk straight but your happy as hell.	10047810	walking difficulty
333358524274987008	40	60	ADR	ruined my creativity	Prozac	@halfabear i had a year on prozac which ruined my creativity too - my memory now is awful - pregabalin does it but it's worth it!!!	10027374	mental impairment
333358524274987008	70	89	ADR	memory now is awful	pregabalin	@halfabear i had a year on prozac which ruined my creativity too - my memory now is awful - pregabalin does it but it's worth it!!!	10027175	memory impairment
333358524274987008					pregabalin	@halfabear i had a year on prozac which ruined my creativity too - my memory now is awful - pregabalin does it but it's worth it!!!		
333359537992118274					lamictal	"i hate #zoloft because it makes me crazy revved up but i also hate #lamictal because it gives me ""stupid head"". ah, bipolar i disorder ?"		
333359537992118274	100	111	ADR	stupid head	lamictal	"i hate #zoloft because it makes me crazy revved up but i also hate #lamictal because it gives me ""stupid head"". ah, bipolar i disorder ?"	10010300	confusion
333359537992118274	42	51	ADR	revved up	Zoloft	"i hate #zoloft because it makes me crazy revved up but i also hate #lamictal because it gives me ""stupid head"". ah, bipolar i disorder ?"	10020554	hyperactive
333359537992118274					Zoloft	"i hate #zoloft because it makes me crazy revved up but i also hate #lamictal because it gives me ""stupid head"". ah, bipolar i disorder ?"		
333450968328974336	86	93	ADR	bloated	lyrica	@lk_gillan i started out with lyrica but i could no longer afford it &amp; it made me bloated. tried cymbalta &amp; my heart was beating wicked fast	10005264	bloated 
333450968328974336	119	148	ADR	heart was beating wicked fast	cymbalta	@lk_gillan i started out with lyrica but i could no longer afford it &amp; it made me bloated. tried cymbalta &amp; my heart was beating wicked fast	10019303	heart rate increased
333450968328974336					lyrica	@lk_gillan i started out with lyrica but i could no longer afford it &amp; it made me bloated. tried cymbalta &amp; my heart was beating wicked fast		
333452116511309824	8	13	ADR	tired	seroquel	i am so tired right now. like i feel like i used to when i used to take seroquel and lithium. i haven't been this tired naturally ever	10043890	tiredness
333457801953284097	62	78	ADR	holes in my head	trazodone	i eat my trazodone and go to bed; wake up in the morning with holes in my head	10050462	feeling abnormal
333466989102239744	126	136	ADR	can't walk	cipro	@bayerusnews sure is!  i no longer even own a car after being crippled by cipro (a bayer product!).  who needs a car when you can't walk!?	10049278	unable to walk
333466989102239744	62	70	ADR	crippled	cipro	@bayerusnews sure is!  i no longer even own a car after being crippled by cipro (a bayer product!).  who needs a car when you can't walk!?	10049278	unable to walk
333519110946291712	90	102	ADR	not sleeping	fluoxetine	"@tete_floue yeah, i couldn't function without sleep so i understand. with fluoxetine, im not sleeping as well, but still sleeping x"	10041017	sleeplessness
333524388286713856	75	95	ADR	increase my appetite	citalopram	@fergaroo thanks :) i so wanted venlafaxine to work cos at least it didn�t increase my appetite like citalopram did.	10021654	increased appetite
333524388286713856					venlafaxine	@fergaroo thanks :) i so wanted venlafaxine to work cos at least it didn�t increase my appetite like citalopram did.		
333674203331051520					seroquel	"time for my daily afternoon relaxation ritual of smoking weed, taking 2 mgs of clonazepam, and 400 mg of seroquel xr."		
333719476254154752					cipro	"got a script of cipro for a uti for #motherday. lol, thank god for walk in clinics."		
333722857290989568	52	76	ADR	hypo manic mixed episode	paxil	@weswroten @bullfrogr wow paxil sent me into a huge hypo manic mixed episode.	10021030	hypomania
333735685406224385	75	89	ADR	falling asleep	quetiapine	@lucilleparr i take quetiapine and it's supposed to just relax me i end up falling asleep within 2 hours. my brain's always scattered haha	10041014	sleepiness
333735685406224385	109	133	ADR	brain's always scattered	quetiapine	@lucilleparr i take quetiapine and it's supposed to just relax me i end up falling asleep within 2 hours. my brain's always scattered haha	10067192	racing thoughts
333778808492654593					trazodone	"ah, the sunday night sleep...my worst enemy. do work trazodone #zzzzzzz"		
333782488428212226	20	29	ADR	Achille's	cipro	i do wonder of that achille's will ever recover fully from the cipro.	10048602	achilles tendon discomfort
333801812610138114					seroquel	"i feel like a drug addict taking seroquel every night.. but oh well, great sleep beats no sleep. except the shitty feeling when you wake up"		
333801812610138114	109	140	ADR	shitty feeling when you wake up	seroquel	"i feel like a drug addict taking seroquel every night.. but oh well, great sleep beats no sleep. except the shitty feeling when you wake up"	10016370	feeling unwell
333824061656412160	66	82	ADR	cognitive issues	cipro	"@ciproispoison i'm in so much pain now... tendonitis, headaches, cognitive issues... i feel violated. #cipro"	10009846	cognitive impairment
333824061656412160	55	64	ADR	headaches	cipro	"@ciproispoison i'm in so much pain now... tendonitis, headaches, cognitive issues... i feel violated. #cipro"	10019211	headache
333824061656412160	31	35	ADR	pain	cipro	"@ciproispoison i'm in so much pain now... tendonitis, headaches, cognitive issues... i feel violated. #cipro"	10033371	pain
333824061656412160	43	53	ADR	tendonitis	cipro	"@ciproispoison i'm in so much pain now... tendonitis, headaches, cognitive issues... i feel violated. #cipro"	10043255	tendonitis
333854639332151296	96	128	ADR	Struggled to get out of the bath	lamotrigine	@iamcarrieeeeee coming off the lamotrigine. it's not acceptable to be in pain most of the time. struggled to get out of the bath on sat	10047862	weakness
333854639332151296	73	77	ADR	pain	lamotrigine	@iamcarrieeeeee coming off the lamotrigine. it's not acceptable to be in pain most of the time. struggled to get out of the bath on sat	10033371	pain
