user,tweet_id,tweet,ade
112952682,5.30471E+17,"If Ashton truly ""borrowed"" an inhaler the drug in his system would be Albuterol - which is similar to Clenbuterol but with diff. effects",
1116293960,5.46903E+17,"I'M NOT GOING TO GET MY LAMOTRIGINE EITHER...CAUSE THEY ONLY R 25MG & TAKE -2X2 A DAY =100MG....& MY PSYCO DR. AHMAD KHAN,MD- SAID TOTAL 150",
2723119166,5.52923E+17,why does vyvanse make me pee so much,
15724860,5.59808E+17,"@The_Autopen @hleecar @RBPundit Yeah, he looks like he has the arms of a Thalidimide baby. But it gets the point across.",
401479722,5.39216E+17,"Dear girl in stelara commercial, your perfect",
2872084493,5.49694E+17,Swedish Owned Company propose 20 x 149.5m 3Mw Wind turbines to be built on Fen farmland in view of numerous Lincolnshire Landmarks. Outrage.,
492803679,5.65194E+17,The amount of energy I have with or without adderall is ridÃ­culous,
369273154,5.36339E+17,I've considered taking adderall wayyyy too many times this semester....,
398298311,5.31704E+17,"@_Jamzz Speaking of Breaking, adderall is considered meth in every other county in the world besides the US, Canada and the UK",
2266485454,5.32575E+17,I need Adderall frfr,
1152322814,5.70996E+17,Can my coffee magically turn into adderall,
2349115789,5.55237E+17,DonateloPen: cymbalta tryptophan 5 htp... /showthread.php?t=11068 (via @cuturl),
32403878,5.3451E+17,"Sally Field, Blythe Danner sees your Boniva and raises you Prolia. A very careful feud ensues!! #divas #osteoporosis",
553840276,5.63919E+17,Xanax and lean is a deadly mixture,
347688288,5.62634E+17,Forgetting to take my vyvanse is literally the worst thing ever..,
445438915,5.58631E+17,does anybody delivers oxycodone ???plssss reply,
844464482,5.40562E+17,@garciajasmin59 take some Adderall,
1174143866,5.30045E+17,slutty valsartan,
1588856568,5.39219E+17,"Jeosornengig 252 mg: Howdy! purchase levitra online no prescription , buy prozac pills , priligy , order cialis online without prescriptionâ€¦",
493123841,5.43075E+17,"Additionally, the FDA has also received reports of Xarelto causing the type of dangerous blood clots it was designed to prevent.",
438064197,5.33113E+17,"â€œ@AmaanstuR: Vyvanse has kicked in, 18 hours straight studying until chem exam tomorrow at 7pmâ€ me rn ",
98697818,5.5999E+17,@CoolFMNigeria @manipulator77 @Dr231125_coolfm PRIAPISM is d condition. Drugs that can induce it: sildenafil (Viagra) and tadalafil (Cialis),
21932454,5.46232E+17,All I want for Christmas is a large supply of Adderall or Vyvanse.,
49901466,5.60816E+17,@Yasowi w Jeep fen :D,
480979112,5.63874E+17,â€œ@Parisbiggs: Xanax is so grossâ€ !!!,
1523627870,5.71486E+17,@TheHolyEmpress I can fight if I need to >&> but Fen is better at it since he is bigger,
2784740464,5.50333E+17,This xarelto commercial just asked the people if they got injured in a car crash or died if there dead how do they respond,
335950885,5.47708E+17,BDSI and Endo file a NDA for the buccal film formulation of the partial mu opioid agonist BEMA buprenorphine for chronic pain,
226670322,5.61336E+17,I'm at the free adderall place but today there's no free adderall. Bogus.,
243674254,5.70776E+17,Sir! RT @TheRoyceMorgan: Alcohol does not work with Latuda homie #Empire,
1023141602,5.42198E+17,Adderall = Headaches,
52941712,5.53397E+17,Low Rider for a Crestor commercial? Really?,
2359795867,5.50109E+17,"So today s being celebrated as COPD day too. So guys, do a lil less dhur dhur to your bikes and a lil less pollution plz. Janhit me jaari.",
436341751,5.43253E+17,"@Troyy_10 go to Hot, & adderall + red bull.",
146169864,5.5474E+17,my love/hate relationship with adderall is unreal,
2186252218,5.41611E+17,@sandyposh bloody was for me! Didn't like it. Fen runner only!,
983501676,5.65034E+17,looking adderall the time,
360880264,5.39111E+17,i take adderall for the lack of focus thw my queen gives me :/,
85164783,5.70259E+17,"â€œ@ButterBallFat: @Womtas it's used for anxiety disorder, panic disorders, or any of the symptoms of both the disordersâ€ fuck xanax",
1858734884,5.3184E+17,Eva Saar on a review of oxycodone deaths in Australia #tiaft #tiaft2014pic.twitter.com/qGhQ87hV0O,
543304935,5.51624E+17,"02:26 Spalding crews attended an RTC on Fen End Lane, Spalding. Crews used holmatro equipment and small tools to release 1 casualty. (1/2)",
1340801834,5.55174E+17,@yagirldeanna I know I had get my shifts covered for the rest of the week to. Ima be one broke nigga this pay check. And yes Tamiflu,
2965187086,5.66791E+17,@MRDIZASTER u <3 amphetamines,
268010622,5.36967E+17,â€œ@AdderallHadMe: Adderall had me cleaning like https://twitter.com/AdderallHadMe/status/519173535743623168/photo/1pic.twitter.com/mTz1XhMeSzÂ â€ @Essman03,
1405477171,5.29117E+17,@Stephanyy_p is addicted to adderall,
31607841,5.42545E+17,Pride And Prejudice And Prozac #BookSequels @midnight,
2984773057,5.62593E+17,I just hit a lick I'm fen take a trip ,
963437514,5.62333E+17,@Seahawks Pete Carroll was loaded on Adderall last night,
544001741,5.52977E+17,Ya'll better watch your backs from the amphetamines,
2858248366,5.67858E+17,y'all think I could trade my feelings for some Xanax or sum ?,
32743332,5.62483E+17,Holy shit Jessica Lange looks EXACTLY the same in Prozac Nation as she does now.,
203685556,5.62018E+17,"@cassieclare is the box with the initials JC that Jocelyn used for Jonathan's things, the same box that Jem used for keep the yin fen in?x27",
452894130,5.61143E+17,"Can't wait for amine edge tomoz now.. hope they drop bad milk, devotion and go insane.. or man be upset ",
22451406,5.42397E+17,Shouldn't Spiriva be jumping in and using #ICanBreathe,
2833839390,5.34885E+17,@tadalafil20 Tadalafil Cialis Factory in China with high quality and nice price. Please contact bob@pharmade.compic.twitter.com/4DbdPPSOoU,
615004986,5.41863E+17,This adderall got like fucking yakking my head off oh my god I can't stop talking ,
779222251,5.67724E+17,i got barz like Xanax nigga,
950837166,5.61041E+17,idk i took xanax and benadryl you feel me,
156377416,5.32827E+17,should not have taken that adderall now I can't sleep.,
1540226784,5.38043E+17,Today's one of those days you skip your adderall,
267497361,5.48701E+17,â€œ@AdderallHadMe: Adderall had me like https://twitter.com/AdderallHadMe/status/547218102287876096/photo/1pic.twitter.com/WGRxvq4C6QÂ â€ @frank_fontenot @matt_kinz,
27527830,5.64638E+17,"John Oliver is spot on. Blasting advair /big pharma. My mother and my ex both needed cataract surgery bc of it. Go, John Oliver, go!",
21713975,5.57658E+17,@BartHubbuch What's the o/u on number Seahawks using Adderall before the game?,
633074294,5.47263E+17,One time I took Adderall and called everyone in my phone,
537245761,5.65208E+17,Bombers hope darvin Adams brings his 12-catch 142 yard game in the 2010 outback bowl to investors group field.,
319979648,5.46124E+17,"@val_skerk : ""idk adderall doesn't do anything to me..."" ^ hmm I wonder why",
1845719281,5.60105E+17,I always nonchalantly pop adderall in class and get weird looks but like whatever I'm a crack head,
493123841,5.55444E+17,"Another brand of sildenafil is Revatio, which is used to treat pulmonary arterial hypertension & improve exercise capacity for men and women",
2574825869,5.34276E+17,This is what happens when you take adderall late in the day you can't fall asleep.,
2845199268,5.32152E+17,A year later I have to take metformin as a pre diabetic... Still love my sweets but have cut down and started...pic.twitter.com/FDNw0UmUIg,
1528659481,5.60703E+17,- up because you're angry. So full of hate. We're a Prozac nation.. Have you taken your meds today?,
316581618,5.62318E+17,"Rush Limbaugh, a self-righteous conservative, is actually a drug addict his drugs of choice are oxycodone and hydrocodone.",
428786031,5.34382E+17,Approaching Adderall season..,
2783224788,5.62462E+17,Forget everything else where tf is the adderall my mind needs???????,
2349115789,5.55038E+17,DonateloPen: verschil nexium en pantoprazol... /showthread.php?t=9649 (via @cuturl),
554381231,5.55415E+17,"Adderall and coffee overload, heart may or may not stop beating... #OneLove",
158064406,5.4054E+17,I think I need to get me some of this Adderall stuff,
432033618,5.34455E+17,"Conference 3 First Team defense: DL: @MarcoC_The1, Darvin Taylor II, LB: @Samuel_Peyton1, DB: @T_Williams_4 of @TDKnightsFB",
1047300458,5.42137E+17,Chipotle and Adderall,
24536861,5.6284E+17,I got so wound up from these #Avalanche games that Xanax is my celebratory drug ... damn #cardiackids,
1917050786,5.48008E+17,@AdderallHadMe: Adderall had me up all night trying to catch Santa,
244730842,5.36673E+17,Adderall doesn't cure stupidity dude,
1447790929,5.45764E+17,@ALLCAPSBRO YOU HAVE TO REMEMBER TO TAKE TOUR ADDERALL BAE,
132815062,5.42025E+17,"I literally can't put anymore amphetamines in my system, but I did also just fall asleep with my eyes open. What the fuck",
403134592,5.6557E+17,Forgot my adderall at home ,
2779749740,5.66335E+17,[stomp] FI FI FO FEN WHERE'D I PUT MY DANG INK PEN,
402955902,5.5831E+17,No amount of adderall could make me pay attention in this OR class,
2765788301,5.34978E+17,"@MinnieDlamini hi minnie am a big fen of urs,you inspire me keep it up,chao#",
1259952938,5.617E+17,Took xanax today for the first time today in a few weeks... OMG. Why did my dumbass stop taking them?,
790135878,5.46978E+17,May take a day or 2 to get my heart rate fully rested after yesterday's fen gales!! #cycling #trainhard #ouch #getoutthere,
17093216,5.41293E+17,@shriekhouse that is how I react too. I switched to Xopenex and it's not nearly as bad.,
710530285,5.38581E+17,Dj pei fen at Jurong point. She's so pretty! And tall. ,
2478183327,5.63418E+17,@Untubedharissa Amine,
862040605,5.41373E+17,â€œ@AdderallHadMe: Adderall had me folding my laundry origami styleâ€ @BeeeFord,
368504723,5.37733E+17,Forgot to bring adderall home for break... thanks Netflix for being there when I need you... #cantfocus,
19894563,5.62045E+17,Did Nationwide team up with Prozac this year? Why is everyone on my TL talking about them lol?,
2874375321,5.40743E+17,Never take 3 adderall when you're suppose to take one,
878025090,5.39367E+17,"@BBCSpringwatch November Gold Sunset over the Great Fen Project, View from Holme woodspic.twitter.com/2gpwDAkOFY",
501492639,5.56135E+17,who got adderall,
87847399,5.44694E+17,@dawnosaurr Adderall,
2351180983,5.64745E+17,"NICE risks making itself a 'laughing stock' over guidance on metformin alternatives, say experts",
2943306801,5.71394E+17,Can I take like Xanax and then go take my driving test or would I fail?,
2900906989,5.39894E+17,"@cIowds @TiredClub Yo, merry kwanzac With the secret weapon, Zac Pick up your guns, don't take your Prozac",
222558479,5.43541E+17,True! â€œ@IVF_MD: @PCOSGurl @PCOSnutrition @LifeQuestIVF Cheat at your own peril. Metformin will make you pay if you continue to eat carbs.â€,
563085646,5.3716E+17,@cjstetzer been doing it for years. Adderall in the mornings and the double whammy at night. FTW,
1414502816,5.60198E+17,I need adderall for school,
165532112,5.65145E+17,â€œ@thevgen_: I need adderall to survive these six classesâ€ and snacks,
1053261330,5.55202E+17,Baclofen it is,
798360054,5.54997E+17,and if you fall off track I'll be your adderall,
1368780907,5.63172E+17,"The other unfortunate thing about using albuterol for a cough is, the effects don't seem to last very long. :/",
2677767312,5.4058E+17,@stephenasmith plz research what adderall is 4. It's a legitimate reason Y people take it. Ever heard of ADD ADHD? Not just 4 college kids,
201049316,5.36374E+17,Felicity's boss is obviously on free basing adderall lol he gots some crazy eyes #Arrow,
2855909775,5.41251E+17,"@domaa81 wwna wrbna wrbna arfan mn kolia d mn 3'erk ,,yomm momlll gdn fen d7k sana ely faTt",
30344417,5.60856E+17,You have to take Effexor with food. Those side effects will diminish after 4 or 5 days. Yeah...You don't understand the severity of it.,
1584477830,5.56637E+17,Darvin Ham coaches for the hawks??? Still remember the nite he shattered the backboard n NCAA tourney,
153162766,5.4235E+17,â€œ@CHEY_City: How do I work two jobs today and study? LOLOLOLâ€ I've done it before lol it's possible w/ no sleep & adderall,
440328155,5.30839E+17,meds / speaking of are any of you on quetiapine,
1347867380,5.61724E+17,"â€œ@Canitoooo_: ""@TheAlmightyDom_: It could be so simple baby me Xanax and You"" #100 #ValentinesDayGoalsâ€OML",
44839509,5.59922E+17,Loses Nexium Exclusivity: Ranbaxy 699.70 -0.98%,
347050927,5.67338E+17,@sluuuux046 no she was giving her bf opiate pills and told him they were Xanax and when he found out he threw a can of soda at her head lol,
233063443,5.37746E+17,"Me & lyrika was on the phone for a hr & a half , I stole Tiffa friend ",
304158170,5.71159E+17,College is horrible lol. Im really about to just take a shit ton of adderall and come up with a new company,
172533762,5.42208E+17,"Crestor commercials are the rottenest spots ever forced on a suffering public. The rottenest, rottenest, rottenest, rottenest, rottenest...",
93987762,5.62327E+17,@lucite_spine I don't remember much about yesterday but I think adderall and a jÃ¤ger raffle were involved,
110897882,5.67853E+17,"Tried to solve my first heart break with an 8 ball, Xanax & liquor... almost ended up having a fucking heart attack...",
38857239,5.42864E+17,"Do you think 25 too young to write a memoir? ""As long as it doesn't deal with INCEST, Prozac or partying, no!"" - Carrie Bradshaw",
95254250,5.66314E+17,Can this xanax just kick in already. I don't wanna feel this shit in my chest anymore!,
1898345604,5.47596E+17,â€œ@AdderallHadMe: When the Adderall kicks in https://twitter.com/AdderallHadMe/status/540204923363676160/photo/1pic.twitter.com/efvMeYN8IyÂ â€ @rbahner,
347555299,5.48215E+17,â€œ@LifeAsBros: Adderall had me like https://twitter.com/LifeAsBros/status/548212838163312640/photo/1pic.twitter.com/BvwTnwRsQ8Â â€ @emilysirugo,
298759002,5.42484E+17,Adderall had me like... @melissamckev #finalspic.twitter.com/TbPtIgHNP7,
258231333,5.34167E+17,This crowd needs amphetamines in their drink #HypeNonExistence,
803966023,5.43246E+17,Driving on Vyvanse is hella weird,
208908900,5.70944E+17,Red wine & Xanax,
67356961,5.35138E+17,"@KC_buzz Adderall helped me mentally quite a bit, but gave me skin issues. Just started Ritalin. I still have problems with conversations...",
513421385,5.37372E+17,#SideEffectsInclude A Need to Buy Imodium,
409592688,5.52115E+17,Is it possible that the pharmacist switched my vyvanse to cocaine because that would explain a lot.,
369918971,5.52574E+17,my adderall finally kicked in and now my entire room is organized so typical,
2548497230,5.39605E+17,@sanglucci @ZakDavid lol Lucci. This Adderall is making me aggressive tonight,
20428211,5.63389E+17,@c2c_Rail are there engineering works tonight Fen to Laindon ?,
1654572146,5.39271E+17,How much adderall are you on?,
481014984,5.41807E+17,I could really use so Adderall rn. Anyone in greeley trynna hook it up?,
562399990,5.30589E+17,I popped an adderall an hour and a half ago and I'm still sleepy,
2276036128,5.42397E+17,@FentonPup @TyTyCub dammit fen im a doctor not a miracle worker!,
182053351,5.4029E+17,synthroid completely kills my energy levels and armour thyroid makes my heart beat rapidly. think i'll just stay in bed all winter,
325492834,5.32927E+17,@YandR_CBS Michael needs to. Lauren and Fen deserve to know. They're his family and he'll only hurt them more hiding it from them.,
2828413961,5.66429E+17,off adderall,
251863603,5.55241E+17,Lyrica may cause labradoodles,
37415696,5.41741E+17,Since I started metformin in May and I lost 21 pounds so far. Slow like a snail.,
57305919,5.45644E+17,@soapsindepthcbs I don't think. Fen rarely is on and that doesn't go to change. More they bring back Kyle.,
75810113,5.64074E+17,"E-cigarettes equally toxic as tobacco, can worsen COPD #news",
245030284,5.58619E+17,"@CambridgeUtdFC v @ManUtd in the FA Cup. Hope the mascots from Abbey Meadows and Fen Ditton, and the lads from Romsey Mill, enjoy the game!",
298570889,5.54263E+17,@RiseAboveHatred how long have you not reply me? Every Five min is 5packets of dong fen,
68626769,5.64196E+17,by the way >yfw the adderall I'm legally prescribed fucks my body up way more than weed and I use it purely recreationally,
1588856568,5.39185E+17,"Jeosornengig 321 mg: Howdy! where buy levitra , purchase prozac , generic priligy , purchase tadalafil no prescription excellent websiteâ€¦",
2936364525,5.52435E+17,@GSK introduced a $27mn new manufacturing technology in Australia for Ventolin to provide low-cost treatment for #asthma in emerging markets,
224794901,5.51944E+17,I Think I Talk To Shordy Ass More Fen I Talk To My Bitch,
1227683958,5.64445E+17,"@feni_anggraini9 "" Hai fen fen folback yaw",
300355696,5.3735E+17,"@DubKitteh lol guilty of that, damn adderall makes me want to be thorough af",
1880805734,5.33353E+17,COPD has a major impact on patient quality of life. So ripe for #palliativecare #CAPCseminar14,
21932454,5.59419E+17,An Adderall a day will make me pretty wealthy someday.,
554502119,5.63005E+17,@DinaELHDCi @ELISSHania amine,
335739309,5.40966E+17,Did rofo replace Gnata with the creepy chicken because of the adderall related suspension?Â¿pic.twitter.com/8c0fi4z4b5,
2176874132,5.63336E+17,@bezubaan @kkalpu @manojsirsa @awasthis @jaideepkarnik CVOTER predicts BJP maj. AK has gone insane. He needs prozac,
2271890130,5.28707E+17,How ii wanted to go hallotween but mum say its either my bed or tabs so hallotween fen see me next year,
221629232,5.65416E+17,They should give us free Adderall here. ,
718361758,5.45036E+17,â€œ@gregoriobonet_: who got adderall on campusâ€ ,
81489390,5.34117E+17,Being high and on adderall is the greatest thing #soproductive,
2901516865,5.64912E+17,Nexium > FCO12 ?? @ADorNoo_ @Nazokk_ @DriZeRCOD @iDream_John,
511681248,5.36634E+17,Can't wait to get my Vyvanse tomorrow. I feel obese.,
2824909382,5.46697E+17,@alcampian @chesthigh Have you two taken amphetamines or something?,
2418383227,5.44542E+17,@EMpharmgirl @TheSGEM We have a guidelines saying no testing and no tamiflu unless comorbities I share the guideline with the pts,
2310453478,5.56256E+17,@withloveroxana gave me an adderall and i feel like i could run a marathon and perform with beyonce omfg and I'm talking to myself,
28207700,5.35481E+17,@Sophiabiabia we just had the flu come through our house. If you get a fever and can get tamiflu its worth it.,
54120661,5.67219E+17,Albuterol you my best friend.,
2825524412,5.44266E+17,"if i took an addy at 2, can i take a vyvanse later?",
1570379965,5.62818E+17,i need adderall before I start school again,
22252497,5.66272E+17,"Darvin ham could dunk on anybody RT @justateacher_: A.I. in 2K on the Dreamcast, couldn't be stopped.",
1250214308,5.32092E+17,where can i get some Adderall,
51145000,5.44314E+17,So I have the flu and you literally can't get Tamiflu in Minny... They gave me ONE pill and told me to check back this week! #wtheck!!,
20258321,5.67837E+17,Grape extra strength 5 Hour Energy is the closest thing to Adderall you can get without a prescription.,
323611825,5.54422E+17,@jimbobduggarr: Adderall had me https://twitter.com/AdderallHadMe/status/553279776199565313/photo/1pic.twitter.com/ubmVOZGx4EÂ â€ @MiaGrace97 mr Cramerâ€@felbear5 @annie_busarello @Gusbus67 @ryanschaffer6 @MikeTole,
1892842986,5.32322E+17,The end of the golimumab as we know it,
69719470,5.28699E+17,do people snort adderall wtf,
970923134,5.5704E+17,When my adderall wheres off Alls I think about is food,
2229135433,5.42536E+17,"I've been up 3 days, adderall and red bull, this call is a mistake",
237507695,5.37887E+17,2015 Exelon Non-Engineering Intern - Midwest - #jobs #ExelonCorporation #Chicago,
2966833732,5.52952E+17,@MysteryMox I'm. Beg fen,
2381042208,5.49362E+17,@zevbull i'd say fen but dont we have a fen?,
908527297,5.63196E+17,@TheMusic01234 I'm gonna have my ventolin & tissue w/in reach bc I KNOW the #SavingHope finale is gonna have me an emotional mess!,
275046515,5.4474E+17,@standoff2 Nothing special....just something to wash the Prozac down.,
770334770,5.62089E+17,Bottles with them Xanax,
372664284,5.6774E+17,"@rileshurst Fen is a crap user, lol. Like just get high, why spike the punch.... tsk tsk #YR",
128424321,5.55175E+17,Adderall â€œ@HerKryptonite_: There Is no magic pill that will make you lose weight.â€,
28409409,5.70782E+17,"Sitting on train, realize I have a small clump of powder from the Xanax I just bit in half stuck to my lipgloss. Idk, I'd date me.",
2202646637,5.62784E+17,@TheRealDanny24x @JNasty720 somebody pass this man Some Bleach and A Xanax,
284952538,5.31891E+17,Hahaha everyone wants to get their hands on adderall I can make a fortune off this shit hahaha,
2267149861,5.6358E+17,took that fucking adderall and I'm still not sleepy. ,
107256848,5.60201E+17,we'll get her straight on the Prozac,
1554764318,5.43086E+17,I need sone adderall in the worst way.,
77891390,5.46435E+17,and an adderall connect,
768889453,5.67533E+17,ryanne took vyvanse and has the worst cotton mouth and won't stop chomping but has nothing in her mouth,
814190426,5.29536E+17,Adderall would definately help my grades rn,
2592678019,5.31211E+17,@officialR5 i have your posters but i haven't your nacles and bracelet but i realy wontet. i am going to stay yours big fen,
70793011,5.71372E+17,"@twentyshots He had COPD from smoking. He went into the hospital a few days ago, possible heart attack. He was a true renaissance man.",
89085019,5.62074E+17,How much adderall is Carroll on? That gum should be dust by now.,
2943130923,5.64203E+17,Oxycodone is the shit,
58667761,5.64196E+17,Almost went into cardiac arrest when the pharmacist told me $50 with insurance for Tamiflu for Scoot!!,
2481854435,5.70723E+17,I got spitting bars not Xanax,
241669849,5.70322E+17,Disappointing: FACTS study shows vaginal tenofovir gel not effective as #HIV prevention. Adherence low. #CROI2015pic.twitter.com/onOoW7QENB,
2435618419,5.4546E+17,Buy Generic Effexor Xr Online No Rx 15: <!#^#|CDATA||#^#]>CLICK HERE TO BUY Effexor XR ONLINE RIGHT NOW!!!<!#^#|CDATA||#^#]> <!#^#|CDATA||â€¦,
421373354,5.29682E+17,I dedicate my GPA to adderall,
