user,tweet_id,tweet,ade
596956633,545798399707336000,@JacobLDurham Adderall,0
329930757,552172405297143000,@Kelli_MI @AgelessHippie1 I know ... saw an ad for COPD & the side effects were 3 times the benefits ... no thanks give me something else,0
1286623844,547591262468329000,"If you had a Ventolin nebuliser, are you allowed a Ventolin inhaler a few hours later, or would it be too much?",0
2192715778,553801299951505000,Damn my nigga Darvin at the hospital I'm here for you bro! On my way Darvin to at least there for! I love you man ,0
216056277,552404756577394000,I stopped talking my prozac bc they lowered it to the liquid and it was hurting my braces and now they're like okay take 20mg again,1
2174024241,564864618246733000,@AdderalIHadMe: Adderall had me remembering my MySpace password hahah,0
73953686,562511818061791000,Took some adderall now I can't sleep.,1
2175530965,558338417767878000,Adderall season is officially in full swing. #UTSA,0
108535319,556000811474751000,@Call_Me_Apples maybe try OTC nexium? I take rx nexium for my reflux and it helps,0
366201643,562748326370902000,I NEED A FUCKING XANAX,0
2526759554,540442674432471000,Why is @Sober_Nation being promoted about the dangerous of adderall on my TL. Do you even know who I am twitter,0
122912222,528786381255237000,Im bored so im boutta tweet some disney lyrica boi.,0
2381210702,553011848426295000,"@KNovak08 Did you start taking Tecfidera yet? If so, how are you feeling? My symptoms only lasted a few days. Doing great now.",1
771859002,530222159537266000,@love_baylie on that Adderall and red bull,0
256615993,543784615002243000,"â€œ@MichaelHofeld: I ""accidentally"" took an adderall instead of an antibiotic so I'm up all night. Fuck.â€ Fixed",1
409029147,557561796979331000,The only think worse than adderall itself is the mornings when you can't remember if you've taken yet. Do you double up or go without? Ugh,0
598975518,536836137159892000,UGH FUCK VYVANSE ITS 4:57 DAMMIT,1
22030021,543085512911622000,@FertilityPrtnrs I have PCOS and on metformin,0
40349263,551433581244203000,Moonlight over Fen Endpic.twitter.com/Qn32L8ct6J,0
51104042,560530730053566000,I could use some adderall in my green tea.,0
562737642,540784015381626000,Jose Rodrigues Vineyards Coalesces Some Ass-spankin' Tasy Bubble Gum Midtones And A Lucid Albuterol Finish In Their 2009 White Pinot. #fant,0
21366270,537516386776788000,@juuzz lol how far are you? Am just getting to heathway. I had bacon sandwich this morning. I need to get Imodium just in case Lool,0
598966816,557740570551259000,"Took 40 MG of adderall cause I had a math test, felt like fucking Stephen hawking reading that shit, turned out I got a 6% smh",0
610534725,540527923757715000,Great now to hear people call the Ravens Radderavens or some weird stupid name related to adderall,0
423076206,541825881186906000,"Please correct. It's not ""Male fenah jehun"" but rather ""Male' meehun fenvaran saafu fen nethun"". @MBCkhabaru @cnmmv",0
820531596,545848020101652000,I couldn't spell adderall for the longest time hahahahaha,0
28271460,535279040114876000,Nexium Exclusivity at High Risk pulls #Pharma major @RanbaxyIndia stock lower in opening trade @BloombergTVInd @PriyaSheth7,0
1888374319,554362852090601000,â€œ@AdderallHadMe: Adderall had me https://twitter.com/AdderallHadMe/status/553279776199565313/photo/1pic.twitter.com/szg4sKKjMrÂ â€,0
962950536,549748829302845000,i'm watching prozac nation & it is reminding me of my old self & i'm so thankful things are different now,0
19640399,558382020288856000,Gotta take two adderall to finally get outta bed.,0
368544485,540884255535296000,â€œ@AdderallHadMe: Adderall had me like https://twitter.com/AdderallHadMe/status/536687327259533312/photo/1pic.twitter.com/KV9rgnevLEÂ â€ you @Sno_Field28,0
40238010,547038805120020000,@Sham_Ali19 famous example Viagra is a brand vs sildenafil is the generic,0
225495700,550781431887446000,@liyah_loves did you take tamiflu ?,0
2958958049,558737139165593000,Did you know approximately 14% of adderall abusers fake symptoms to get prescribed adderall #WhoKnew,0
349767227,561729429945065000,@Kid_JUICE18 lmao nigga I ain't fen been on Look at yo push pop ass,0
401880493,541982190045655000,I want a cigarette and amphetamines,0
470007950,541976895730900000,"Commercial: ""don't take Stelara if you're allergic to Stellara"" .... Well no duh stuuuupid",0
24928686,562694125636845000,"@DabJesus I don't like how people think xanax is so cool, oh yeah it's so fun to be a zombie ha, I've seen people ruin their lives.",0
920862038,564027129000906000,"Anyone that has asthma, COPD or other respiratory health conditions can call NHS 111 or see their pharmacist for advice #selfcare",0
427108597,539845674112909000,"My Psych teacher: ""How hard is it to get some Adderall here?"" Everyone: ""NOT HARD!"" One girl in the front: ""It's hard during finals week...""",0
20546042,563207798134042000,Wide awake and I don't know why. It's been awhile but I think it's gonna be a Lunesta night.,0
2270834220,570406532107673000,Madlyn t cho sur amine,0
365297722,538889706759806000,Whether or not to take Adderall at 9pm... That is the question,0
285099438,563045587340525000,It's only fen and I need some changes ASAP low it ,0
1216729934,530147316942925000,@Whyyouhoeing ahhh I used to have a friend who would just give me free adderall before school everyday hahaha,0
2276193771,557612960794025000,@scherzadeh have an imodium for the motion ;-),0
1448010756,539310079758319000,Okay all jokes aside I really need Adderall,0
223934558,564608658818879000,@Tattooed_Priest no sir I'm not but I was hurting so bad earlier that I took an oxycodone right after I ate lunch & puked like 30 mins later,
20109447,563132093572468000,"Odell Haggins on Darvin Taylor: ""You see him at 328 and he can move, lateral move ... He can take the A gap and the B gap.""",
112952682,530471187705769000,"If Ashton truly ""borrowed"" an inhaler the drug in his system would be Albuterol - which is similar to Clenbuterol but with diff. effects",
1116293960,546902836232335000,"I'M NOT GOING TO GET MY LAMOTRIGINE EITHER...CAUSE THEY ONLY R 25MG & TAKE -2X2 A DAY =100MG....& MY PSYCO DR. AHMAD KHAN,MD- SAID TOTAL 150",
2723119166,552922894603280000,why does vyvanse make me pee so much,
15724860,559807764529418000,"@The_Autopen @hleecar @RBPundit Yeah, he looks like he has the arms of a Thalidimide baby. But it gets the point across.",
401479722,539216200749039000,"Dear girl in stelara commercial, your perfect",
2872084493,549693702894284000,Swedish Owned Company propose 20 x 149.5m 3Mw Wind turbines to be built on Fen farmland in view of numerous Lincolnshire Landmarks. Outrage.,
492803679,565194178175311000,The amount of energy I have with or without adderall is ridÃ­culous,
369273154,536338903666393000,I've considered taking adderall wayyyy too many times this semester....,
398298311,531704190926848000,"@_Jamzz Speaking of Breaking, adderall is considered meth in every other county in the world besides the US, Canada and the UK",
2266485454,532575077632839000,I need Adderall frfr,
1152322814,570995898555052000,Can my coffee magically turn into adderall,
2349115789,555237445009440000,DonateloPen: cymbalta tryptophan 5 htp... /showthread.php?t=11068 (via @cuturl),
32403878,534510434544795000,"Sally Field, Blythe Danner sees your Boniva and raises you Prolia. A very careful feud ensues!! #divas #osteoporosis",
553840276,563919007997497000,Xanax and lean is a deadly mixture,
347688288,562633660721938000,Forgetting to take my vyvanse is literally the worst thing ever..,
445438915,558630567487766000,does anybody delivers oxycodone ???plssss reply,
844464482,540561514977972000,@garciajasmin59 take some Adderall,
1174143866,530044641086025000,slutty valsartan,
1588856568,539218865226407000,"Jeosornengig 252 mg: Howdy! purchase levitra online no prescription , buy prozac pills , priligy , order cialis online without prescriptionâ€¦",
493123841,543075432564670000,"Additionally, the FDA has also received reports of Xarelto causing the type of dangerous blood clots it was designed to prevent.",
438064197,533113402345132000,"â€œ@AmaanstuR: Vyvanse has kicked in, 18 hours straight studying until chem exam tomorrow at 7pmâ€ me rn ",
98697818,559990036775841000,@CoolFMNigeria @manipulator77 @Dr231125_coolfm PRIAPISM is d condition. Drugs that can induce it: sildenafil (Viagra) and tadalafil (Cialis),
21932454,546232466348863000,All I want for Christmas is a large supply of Adderall or Vyvanse.,
49901466,560815570850185000,@Yasowi w Jeep fen :D,
480979112,563873839226957000,â€œ@Parisbiggs: Xanax is so grossâ€ !!!,
1523627870,571485964708782000,@TheHolyEmpress I can fight if I need to >&> but Fen is better at it since he is bigger,
2784740464,550333257372663000,This xarelto commercial just asked the people if they got injured in a car crash or died if there dead how do they respond,
335950885,547707832263794000,BDSI and Endo file a NDA for the buccal film formulation of the partial mu opioid agonist BEMA buprenorphine for chronic pain,
226670322,561336332505456000,I'm at the free adderall place but today there's no free adderall. Bogus.,
243674254,570775829195702000,Sir! RT @TheRoyceMorgan: Alcohol does not work with Latuda homie #Empire,
1023141602,542198456295514000,Adderall = Headaches,
52941712,553397485415436000,Low Rider for a Crestor commercial? Really?,
2359795867,550109115721060000,"So today s being celebrated as COPD day too. So guys, do a lil less dhur dhur to your bikes and a lil less pollution plz. Janhit me jaari.",
436341751,543252957710393000,"@Troyy_10 go to Hot, & adderall + red bull.",
146169864,554739778088738000,my love/hate relationship with adderall is unreal,
2186252218,541610877125152000,@sandyposh bloody was for me! Didn't like it. Fen runner only!,
983501676,565033993536798000,looking adderall the time,
360880264,539111000646352000,i take adderall for the lack of focus thw my queen gives me :/,
85164783,570259205245964000,"â€œ@ButterBallFat: @Womtas it's used for anxiety disorder, panic disorders, or any of the symptoms of both the disordersâ€ fuck xanax",
1858734884,531839673711464000,Eva Saar on a review of oxycodone deaths in Australia #tiaft #tiaft2014pic.twitter.com/qGhQ87hV0O,
543304935,551624384914681000,"02:26 Spalding crews attended an RTC on Fen End Lane, Spalding. Crews used holmatro equipment and small tools to release 1 casualty. (1/2)",
1340801834,555174127171276000,@yagirldeanna I know I had get my shifts covered for the rest of the week to. Ima be one broke nigga this pay check. And yes Tamiflu,
2965187086,566790978380365000,@MRDIZASTER u <3 amphetamines,
268010622,536966833476472000,â€œ@AdderallHadMe: Adderall had me cleaning like https://twitter.com/AdderallHadMe/status/519173535743623168/photo/1pic.twitter.com/mTz1XhMeSzÂ â€ @Essman03,
1405477171,529116812961906000,@Stephanyy_p is addicted to adderall,
31607841,542544886533074000,Pride And Prejudice And Prozac #BookSequels @midnight,
2984773057,562593261530152000,I just hit a lick I'm fen take a trip ,
963437514,562332777350049000,@Seahawks Pete Carroll was loaded on Adderall last night,
544001741,552976638644731000,Ya'll better watch your backs from the amphetamines,
2858248366,567857831199797000,y'all think I could trade my feelings for some Xanax or sum ?,
32743332,562482723248676000,Holy shit Jessica Lange looks EXACTLY the same in Prozac Nation as she does now.,
203685556,562017632812269000,"@cassieclare is the box with the initials JC that Jocelyn used for Jonathan's things, the same box that Jem used for keep the yin fen in?x27",
452894130,561142931361652000,"Can't wait for amine edge tomoz now.. hope they drop bad milk, devotion and go insane.. or man be upset ",
22451406,542397146751074000,Shouldn't Spiriva be jumping in and using #ICanBreathe,
2833839390,534884954430115000,@tadalafil20 Tadalafil Cialis Factory in China with high quality and nice price. Please contact bob@pharmade.compic.twitter.com/4DbdPPSOoU,
615004986,541862730630561000,This adderall got like fucking yakking my head off oh my god I can't stop talking ,
779222251,567723917620436000,i got barz like Xanax nigga,
950837166,561041114120347000,idk i took xanax and benadryl you feel me,
156377416,532826731149664000,should not have taken that adderall now I can't sleep.,
1540226784,538043383973830000,Today's one of those days you skip your adderall,
267497361,548701259600244000,â€œ@AdderallHadMe: Adderall had me like https://twitter.com/AdderallHadMe/status/547218102287876096/photo/1pic.twitter.com/WGRxvq4C6QÂ â€ @frank_fontenot @matt_kinz,
27527830,564638474977157000,"John Oliver is spot on. Blasting advair /big pharma. My mother and my ex both needed cataract surgery bc of it. Go, John Oliver, go!",
21713975,557658009133133000,@BartHubbuch What's the o/u on number Seahawks using Adderall before the game?,
633074294,547262697256255000,One time I took Adderall and called everyone in my phone,
537245761,565208250979594000,Bombers hope darvin Adams brings his 12-catch 142 yard game in the 2010 outback bowl to investors group field.,
319979648,546124268396756000,"@val_skerk : ""idk adderall doesn't do anything to me..."" ^ hmm I wonder why",
1845719281,560105210866315000,I always nonchalantly pop adderall in class and get weird looks but like whatever I'm a crack head,
493123841,555444317079101000,"Another brand of sildenafil is Revatio, which is used to treat pulmonary arterial hypertension & improve exercise capacity for men and women",
2574825869,534275606658035000,This is what happens when you take adderall late in the day you can't fall asleep.,
2845199268,532152343119556000,A year later I have to take metformin as a pre diabetic... Still love my sweets but have cut down and started...pic.twitter.com/FDNw0UmUIg,
1528659481,560703157287026000,- up because you're angry. So full of hate. We're a Prozac nation.. Have you taken your meds today?,
316581618,562317835980910000,"Rush Limbaugh, a self-righteous conservative, is actually a drug addict his drugs of choice are oxycodone and hydrocodone.",
428786031,534381760361271000,Approaching Adderall season..,
2783224788,562462432753225000,Forget everything else where tf is the adderall my mind needs???????,
2349115789,555038265498402000,DonateloPen: verschil nexium en pantoprazol... /showthread.php?t=9649 (via @cuturl),
554381231,555414568386953000,"Adderall and coffee overload, heart may or may not stop beating... #OneLove",
158064406,540540342878363000,I think I need to get me some of this Adderall stuff,
432033618,534455413442641000,"Conference 3 First Team defense: DL: @MarcoC_The1, Darvin Taylor II, LB: @Samuel_Peyton1, DB: @T_Williams_4 of @TDKnightsFB",
1047300458,542136801688035000,Chipotle and Adderall,
24536861,562839629674852000,I got so wound up from these #Avalanche games that Xanax is my celebratory drug ... damn #cardiackids,
1917050786,548007801776504000,@AdderallHadMe: Adderall had me up all night trying to catch Santa,
244730842,536672651465736000,Adderall doesn't cure stupidity dude,
1447790929,545763988659638000,@ALLCAPSBRO YOU HAVE TO REMEMBER TO TAKE TOUR ADDERALL BAE,
132815062,542024762298757000,"I literally can't put anymore amphetamines in my system, but I did also just fall asleep with my eyes open. What the fuck",
403134592,565570338763714000,Forgot my adderall at home ,
2779749740,566335109297483000,[stomp] FI FI FO FEN WHERE'D I PUT MY DANG INK PEN,
402955902,558309675209605000,No amount of adderall could make me pay attention in this OR class,
2765788301,534977532362510000,"@MinnieDlamini hi minnie am a big fen of urs,you inspire me keep it up,chao#",
1259952938,561700317096869000,Took xanax today for the first time today in a few weeks... OMG. Why did my dumbass stop taking them?,
790135878,546978424666210000,May take a day or 2 to get my heart rate fully rested after yesterday's fen gales!! #cycling #trainhard #ouch #getoutthere,
17093216,541293237835546000,@shriekhouse that is how I react too. I switched to Xopenex and it's not nearly as bad.,
710530285,538580843082420000,Dj pei fen at Jurong point. She's so pretty! And tall. ,
2478183327,563417959423807000,@Untubedharissa Amine,
862040605,541372584382582000,â€œ@AdderallHadMe: Adderall had me folding my laundry origami styleâ€ @BeeeFord,
368504723,537733348836134000,Forgot to bring adderall home for break... thanks Netflix for being there when I need you... #cantfocus,
19894563,562044720000811000,Did Nationwide team up with Prozac this year? Why is everyone on my TL talking about them lol?,
2874375321,540743118883397000,Never take 3 adderall when you're suppose to take one,
878025090,539367337926086000,"@BBCSpringwatch November Gold Sunset over the Great Fen Project, View from Holme woodspic.twitter.com/2gpwDAkOFY",
501492639,556134568844341000,who got adderall,
87847399,544693750136451000,@dawnosaurr Adderall,
2351180983,564745407490961000,"NICE risks making itself a 'laughing stock' over guidance on metformin alternatives, say experts",
2943306801,571393875325165000,Can I take like Xanax and then go take my driving test or would I fail?,
2900906989,539894090809499000,"@cIowds @TiredClub Yo, merry kwanzac With the secret weapon, Zac Pick up your guns, don't take your Prozac",
222558479,543540886282727000,True! â€œ@IVF_MD: @PCOSGurl @PCOSnutrition @LifeQuestIVF Cheat at your own peril. Metformin will make you pay if you continue to eat carbs.â€,
563085646,537159935461969000,@cjstetzer been doing it for years. Adderall in the mornings and the double whammy at night. FTW,
1414502816,560197738642825000,I need adderall for school,
165532112,565145042009202000,â€œ@thevgen_: I need adderall to survive these six classesâ€ and snacks,
1053261330,555201626932527000,Baclofen it is,
798360054,554997258056658000,and if you fall off track I'll be your adderall,
1368780907,563172108331544000,"The other unfortunate thing about using albuterol for a cough is, the effects don't seem to last very long. :/",
2677767312,540579902630535000,@stephenasmith plz research what adderall is 4. It's a legitimate reason Y people take it. Ever heard of ADD ADHD? Not just 4 college kids,
201049316,536374381803749000,Felicity's boss is obviously on free basing adderall lol he gots some crazy eyes #Arrow,
2855909775,541250695215972000,"@domaa81 wwna wrbna wrbna arfan mn kolia d mn 3'erk ,,yomm momlll gdn fen d7k sana ely faTt",
30344417,560856285881442000,You have to take Effexor with food. Those side effects will diminish after 4 or 5 days. Yeah...You don't understand the severity of it.,
1584477830,556636578085224000,Darvin Ham coaches for the hawks??? Still remember the nite he shattered the backboard n NCAA tourney,
153162766,542350288087044000,â€œ@CHEY_City: How do I work two jobs today and study? LOLOLOLâ€ I've done it before lol it's possible w/ no sleep & adderall,
440328155,530839443289440000,meds / speaking of are any of you on quetiapine,
1347867380,561724128768819000,"â€œ@Canitoooo_: ""@TheAlmightyDom_: It could be so simple baby me Xanax and You"" #100 #ValentinesDayGoalsâ€OML",
44839509,559922120751190000,Loses Nexium Exclusivity: Ranbaxy 699.70 -0.98%,
347050927,567337642166333000,@sluuuux046 no she was giving her bf opiate pills and told him they were Xanax and when he found out he threw a can of soda at her head lol,
233063443,537745578223230000,"Me & lyrika was on the phone for a hr & a half , I stole Tiffa friend ",
304158170,571159256117981000,College is horrible lol. Im really about to just take a shit ton of adderall and come up with a new company,
172533762,542207939294294000,"Crestor commercials are the rottenest spots ever forced on a suffering public. The rottenest, rottenest, rottenest, rottenest, rottenest...",
93987762,562327041572208000,@lucite_spine I don't remember much about yesterday but I think adderall and a jÃ¤ger raffle were involved,
110897882,567852813625253000,"Tried to solve my first heart break with an 8 ball, Xanax & liquor... almost ended up having a fucking heart attack...",
38857239,542864312839069000,"Do you think 25 too young to write a memoir? ""As long as it doesn't deal with INCEST, Prozac or partying, no!"" - Carrie Bradshaw",
95254250,566314382632574000,Can this xanax just kick in already. I don't wanna feel this shit in my chest anymore!,
1898345604,547596419495120000,â€œ@AdderallHadMe: When the Adderall kicks in https://twitter.com/AdderallHadMe/status/540204923363676160/photo/1pic.twitter.com/efvMeYN8IyÂ â€ @rbahner,
347555299,548214738250108000,â€œ@LifeAsBros: Adderall had me like https://twitter.com/LifeAsBros/status/548212838163312640/photo/1pic.twitter.com/BvwTnwRsQ8Â â€ @emilysirugo,
298759002,542483878452031000,Adderall had me like... @melissamckev #finalspic.twitter.com/TbPtIgHNP7,
258231333,534166595237838000,This crowd needs amphetamines in their drink #HypeNonExistence,
803966023,543246192721682000,Driving on Vyvanse is hella weird,
208908900,570944341650186000,Red wine & Xanax,
67356961,535137594661957000,"@KC_buzz Adderall helped me mentally quite a bit, but gave me skin issues. Just started Ritalin. I still have problems with conversations...",
513421385,537372230624501000,#SideEffectsInclude A Need to Buy Imodium,
409592688,552114998764646000,Is it possible that the pharmacist switched my vyvanse to cocaine because that would explain a lot.,
369918971,552574325728243000,my adderall finally kicked in and now my entire room is organized so typical,
2548497230,539605379806932000,@sanglucci @ZakDavid lol Lucci. This Adderall is making me aggressive tonight,
20428211,563389416337850000,@c2c_Rail are there engineering works tonight Fen to Laindon ?,
1654572146,539270962227978000,How much adderall are you on?,
481014984,541807152428380000,I could really use so Adderall rn. Anyone in greeley trynna hook it up?,
562399990,530589322538270000,I popped an adderall an hour and a half ago and I'm still sleepy,
2276036128,542396893528350000,@FentonPup @TyTyCub dammit fen im a doctor not a miracle worker!,
182053351,540289974407815000,synthroid completely kills my energy levels and armour thyroid makes my heart beat rapidly. think i'll just stay in bed all winter,
325492834,532926767636680000,@YandR_CBS Michael needs to. Lauren and Fen deserve to know. They're his family and he'll only hurt them more hiding it from them.,
2828413961,566429063104180000,off adderall,
251863603,555240577483415000,Lyrica may cause labradoodles,
37415696,541741475894009000,Since I started metformin in May and I lost 21 pounds so far. Slow like a snail.,
57305919,545644056333017000,@soapsindepthcbs I don't think. Fen rarely is on and that doesn't go to change. More they bring back Kyle.,
75810113,564073733422198000,"E-cigarettes equally toxic as tobacco, can worsen COPD #news",
245030284,558619493854101000,"@CambridgeUtdFC v @ManUtd in the FA Cup. Hope the mascots from Abbey Meadows and Fen Ditton, and the lads from Romsey Mill, enjoy the game!",
298570889,554262779591278000,@RiseAboveHatred how long have you not reply me? Every Five min is 5packets of dong fen,
68626769,564196383884726000,by the way >yfw the adderall I'm legally prescribed fucks my body up way more than weed and I use it purely recreationally,
1588856568,539184904127258000,"Jeosornengig 321 mg: Howdy! where buy levitra , purchase prozac , generic priligy , purchase tadalafil no prescription excellent websiteâ€¦",
2936364525,552434533514371000,@GSK introduced a $27mn new manufacturing technology in Australia for Ventolin to provide low-cost treatment for #asthma in emerging markets,
224794901,551944318962126000,I Think I Talk To Shordy Ass More Fen I Talk To My Bitch,
1227683958,564444623683067000,"@feni_anggraini9 "" Hai fen fen folback yaw",
300355696,537350072820695000,"@DubKitteh lol guilty of that, damn adderall makes me want to be thorough af",
1880805734,533353365951238000,COPD has a major impact on patient quality of life. So ripe for #palliativecare #CAPCseminar14,
21932454,559419414005575000,An Adderall a day will make me pretty wealthy someday.,
554502119,563005079561977000,@DinaELHDCi @ELISSHania amine,
335739309,540966457455435000,Did rofo replace Gnata with the creepy chicken because of the adderall related suspension?Â¿pic.twitter.com/8c0fi4z4b5,
2176874132,563336032616054000,@bezubaan @kkalpu @manojsirsa @awasthis @jaideepkarnik CVOTER predicts BJP maj. AK has gone insane. He needs prozac,
2271890130,528706524701810000,How ii wanted to go hallotween but mum say its either my bed or tabs so hallotween fen see me next year,
221629232,565416095310700000,They should give us free Adderall here. ,
718361758,545036212596383000,â€œ@gregoriobonet_: who got adderall on campusâ€ ,
81489390,534116648429821000,Being high and on adderall is the greatest thing #soproductive,
2901516865,564911665737924000,Nexium > FCO12 ?? @ADorNoo_ @Nazokk_ @DriZeRCOD @iDream_John,
511681248,536633959573385000,Can't wait to get my Vyvanse tomorrow. I feel obese.,
2824909382,546696520440221000,@alcampian @chesthigh Have you two taken amphetamines or something?,
2418383227,544542167906000000,@EMpharmgirl @TheSGEM We have a guidelines saying no testing and no tamiflu unless comorbities I share the guideline with the pts,
2310453478,556255546643611000,@withloveroxana gave me an adderall and i feel like i could run a marathon and perform with beyonce omfg and I'm talking to myself,
28207700,535480659511631000,@Sophiabiabia we just had the flu come through our house. If you get a fever and can get tamiflu its worth it.,
54120661,567218639607062000,Albuterol you my best friend.,
2825524412,544265646729461000,"if i took an addy at 2, can i take a vyvanse later?",
1570379965,562818288129179000,i need adderall before I start school again,
22252497,566271664040996000,"Darvin ham could dunk on anybody RT @justateacher_: A.I. in 2K on the Dreamcast, couldn't be stopped.",
1250214308,532091540085014000,where can i get some Adderall,
51145000,544313567894568000,So I have the flu and you literally can't get Tamiflu in Minny... They gave me ONE pill and told me to check back this week! #wtheck!!,
20258321,567837381006499000,Grape extra strength 5 Hour Energy is the closest thing to Adderall you can get without a prescription.,
323611825,554421946956648000,@jimbobduggarr: Adderall had me https://twitter.com/AdderallHadMe/status/553279776199565313/photo/1pic.twitter.com/ubmVOZGx4EÂ â€ @MiaGrace97 mr Cramerâ€@felbear5 @annie_busarello @Gusbus67 @ryanschaffer6 @MikeTole,
1892842986,532321930326441000,The end of the golimumab as we know it,
69719470,528698660323090000,do people snort adderall wtf,
970923134,557040001842946000,When my adderall wheres off Alls I think about is food,
2229135433,542536110464057000,"I've been up 3 days, adderall and red bull, this call is a mistake",
237507695,537887094551486000,2015 Exelon Non-Engineering Intern - Midwest - #jobs #ExelonCorporation #Chicago,
2966833732,552952199241035000,@MysteryMox I'm. Beg fen,
2381042208,549361855374696000,@zevbull i'd say fen but dont we have a fen?,
908527297,563196351174164000,@TheMusic01234 I'm gonna have my ventolin & tissue w/in reach bc I KNOW the #SavingHope finale is gonna have me an emotional mess!,
275046515,544740386762395000,@standoff2 Nothing special....just something to wash the Prozac down.,
770334770,562088833160724000,Bottles with them Xanax,
372664284,567739617764724000,"@rileshurst Fen is a crap user, lol. Like just get high, why spike the punch.... tsk tsk #YR",
128424321,555175480467275000,Adderall â€œ@HerKryptonite_: There Is no magic pill that will make you lose weight.â€,
28409409,570782333172756000,"Sitting on train, realize I have a small clump of powder from the Xanax I just bit in half stuck to my lipgloss. Idk, I'd date me.",
2202646637,562783848082456000,@TheRealDanny24x @JNasty720 somebody pass this man Some Bleach and A Xanax,
284952538,531890994028216000,Hahaha everyone wants to get their hands on adderall I can make a fortune off this shit hahaha,
2267149861,563579915191459000,took that fucking adderall and I'm still not sleepy. ,
107256848,560201153812922000,we'll get her straight on the Prozac,
1554764318,543086110881361000,I need sone adderall in the worst way.,
77891390,546435047780143000,and an adderall connect,
768889453,567532595047829000,ryanne took vyvanse and has the worst cotton mouth and won't stop chomping but has nothing in her mouth,
814190426,529536152962084000,Adderall would definately help my grades rn,
2592678019,531211458005442000,@officialR5 i have your posters but i haven't your nacles and bracelet but i realy wontet. i am going to stay yours big fen,
70793011,571372170779234000,"@twentyshots He had COPD from smoking. He went into the hospital a few days ago, possible heart attack. He was a true renaissance man.",
89085019,562073809088290000,How much adderall is Carroll on? That gum should be dust by now.,
2943130923,564202960218259000,Oxycodone is the shit,
58667761,564196003101048000,Almost went into cardiac arrest when the pharmacist told me $50 with insurance for Tamiflu for Scoot!!,
2481854435,570723264667852000,I got spitting bars not Xanax,
241669849,570322187439214000,Disappointing: FACTS study shows vaginal tenofovir gel not effective as #HIV prevention. Adherence low. #CROI2015pic.twitter.com/onOoW7QENB,
2435618419,545460228687273000,Buy Generic Effexor Xr Online No Rx 15: <!#^#|CDATA||#^#]>CLICK HERE TO BUY Effexor XR ONLINE RIGHT NOW!!!<!#^#|CDATA||#^#]> <!#^#|CDATA||â€¦,
421373354,529681559776133000,I dedicate my GPA to adderall,
2924492683,571032766780989000,reductil just for you and your body http:/ /www.reductil-sibutramine.bizpic.twitter.com/0jJVgNVacB,
2908590601,550036124446756000,â€œ@AdderallHadMe: Adderall had me https://twitter.com/AdderallHadMe/status/548612122968465409/photo/1pic.twitter.com/OYGgUR7nMLÂ â€ @alicia_maria23 ,
811131210,546571481182793000,@MSKumar143 anthe antara :D,
25274042,571000122747674000,"I think SOMEONE needs an extra large mocha prozac vodka latte, complete with whipped cream and valium sprinkles. #CHILL",
504857607,559272333874323000,KICK OFF ANTARA 2016 VS 2005 #LFAA109 #DARIFUTSALUNTUKSILATURAHMI,
